	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
   48900.000 -1667441.977   143403.336    86239.482   184313.523     1117.042 -2351009.596   268494.237    42796.036       27.278       55.395     7100.391       18.080      271.000   115902.000       26.000     2582.000       11.000      150.000      103.000        7.000       65.398        0.000       11.765       22.837        0.000        0.000        2.436        2.453        3.552
   49000.000 -1667376.410   146705.455    85812.822   184605.810     1108.756 -2354778.499   269169.245    43290.901       27.097       55.410     7152.451       18.221      274.000   116278.000       26.000     2651.000       23.000      162.000      100.000        7.000       66.955        0.000        8.997       21.626        2.422        0.000        2.363        2.376        3.416
   49100.000 -1666710.222   142054.755    86234.805   185024.603     1114.537 -2354728.313   273589.392    42882.677       27.185       55.410     7152.742       18.386      262.000   116086.000       27.000     2567.000       22.000      161.000       89.000        7.000       65.744        0.000       11.073       21.107        2.076        0.000        2.542        2.559        3.638
   49200.000 -1666082.766   145751.734    86331.122   184603.941     1081.903 -2352952.627   269101.162    43204.108       27.438       55.434     7103.779       18.343      266.000   115856.000       26.000     2638.000       32.000      145.000       93.000        8.000       67.128        0.000       10.381       21.799        0.692        0.000        2.506        2.524        3.551
   49300.000 -1667436.147   145443.452    85938.081   184577.818     1136.871 -2350367.372   265835.002    41154.339       27.469       55.371     7197.245       18.197      262.000   115880.000       28.000     2448.000       17.000      144.000       87.000        7.000       63.149        0.000       11.073       25.087        0.692        0.000        2.910        2.922        3.800
   49400.000 -1665594.576   144163.081    85762.459   184811.008     1186.997 -2355900.272   274382.151    43913.357       27.436       55.399     7198.054       18.239      249.000   116250.000       25.000     2557.000       24.000      151.000      100.000        7.000       64.706        0.000       11.073       22.491        1.730        0.000        2.786        2.796        3.635
   49500.000 -1667360.975   143811.298    86318.228   184866.410     1105.647 -2356441.900   272979.341    42563.990       27.392       55.348     7167.740       18.166      270.000   116140.000       25.000     2481.000       16.000      127.000       96.000        7.000       66.609        0.000       10.381       22.318        0.692        0.000        2.564        2.578        3.516
   49600.000 -1667378.780   142750.957    85969.858   184631.570     1151.872 -2354764.492   272881.455    42853.453       27.378       55.372     7123.998       18.061      268.000   115890.000       28.000     2564.000       18.000      139.000       96.000        7.000       66.955        0.000       10.381       21.107        1.557        0.000        2.554        2.567        3.529
   49700.000 -1666219.954   143483.264    86106.707   184839.412     1114.285 -2354097.486   272333.865    42738.775       27.317       55.361     7134.057       18.065      278.000   116204.000       28.000     2497.000       23.000      124.000       95.000        8.000       65.225        0.000       12.457       20.934        1.384        0.000        2.620        2.634        3.590
   49800.000 -1666467.465   144638.655    86052.233   184669.250     1125.401 -2356250.678   273297.673    42721.531       27.399       55.382     7214.242       18.331      281.000   116036.000       25.000     2549.000       25.000      118.000      103.000        7.000       62.630        0.000       10.381       25.606        1.384        0.000        2.695        2.706        3.696
   49900.000 -1666047.338   141554.114    86922.508   184542.397     1075.134 -2352313.198   272171.707    42844.934       27.293       55.383     7252.186       18.156      256.000   116044.000       24.000     2595.000       16.000      163.000      101.000        8.000       66.609        0.000        8.304       23.702        1.384        0.000        2.588        2.596        3.607
   50000.000 -1667208.385   144303.542    86842.567   184683.293     1069.790 -2353545.637   269438.060    42615.127       27.402       55.397     7156.424       18.086      265.000   116010.000       31.000     2475.000       30.000      156.000      103.000        7.000       64.187        0.000       11.073       23.183        1.557        0.000        2.643        2.653        3.599
   50100.000 -1665205.471   144905.645    86577.054   184603.211     1110.406 -2354528.002   272126.215    42920.770       27.338       55.402     7138.938       18.051      267.000   116032.000       30.000     2585.000       32.000      126.000      105.000        7.000       67.301        0.000       11.765       20.934        0.000        0.000        2.496        2.507        3.486
   50200.000 -1668423.791   144224.538    86823.758   184703.303     1224.341 -2359748.332   274348.601    42857.344       27.305       55.423     7223.155       18.112      270.000   116340.000       30.000     2487.000       28.000      124.000      101.000        8.000       64.879        0.000       11.073       22.491        1.557        0.000        2.440        2.456        3.482
   50300.000 -1666789.452   143062.255    86515.194   184609.593     1079.560 -2353880.258   271824.205    42567.331       27.402       55.379     7274.546       18.546      263.000   116010.000       22.000     2567.000       28.000      154.000       91.000        8.000       66.263        0.000       11.765       20.588        1.384        0.000        2.775        2.784        3.776
   50400.000 -1666128.108   142841.348    86694.206   185349.141     1174.020 -2353716.670   271529.847    41944.451       27.470       55.391     7305.677       18.544      283.000   115714.000       29.000     2467.000       30.000      135.000      102.000        8.000       68.166        0.000       11.765       19.204        0.865        0.000        2.713        2.723        3.809
   50500.000 -1665495.061   142893.260    85552.669   185344.909     1173.232 -2351167.557   270708.426    42567.203       27.274       55.394     7129.031       18.474      265.000   115752.000       27.000     2518.000       18.000      140.000      100.000        7.000       67.993        0.000        8.997       20.934        2.076        0.000        2.637        2.646        3.717
   50600.000 -1665401.219   144020.561    86224.743   184790.718     1086.489 -2351599.810   270076.080    43727.540       27.359       55.394     7046.180       18.147      275.000   115674.000       25.000     2494.000       22.000      123.000      101.000        7.000       66.955        0.000       11.073       21.107        0.865        0.000        2.493        2.504        3.625
   50700.000 -1666656.574   145544.447    86769.309   184366.280     1151.314 -2352022.144   267534.220    43298.651       27.335       55.427     7202.916       18.409      261.000   116194.000       26.000     2526.000       26.000      136.000      107.000        8.000       68.339        0.000        7.612       20.934        3.114        0.000        2.393        2.402        3.470
   50800.000 -1665909.800   144747.643    86060.366   184702.983     1084.518 -2351660.014   269154.705    43414.015       27.388       55.422     7253.880       18.310      263.000   116012.000       28.000     2519.000       27.000      126.000      105.000        7.000       68.339        0.000        9.689       21.280        0.692        0.000        2.700        2.712        3.698
   50900.000 -1666429.986   143074.635    86728.479   184986.056     1093.090 -2355732.345   273420.099    42397.367       27.297       55.388     7260.444       18.454      275.000   115944.000       30.000     2543.000       28.000      137.000      107.000        7.000       67.820        0.000        9.689       20.934        1.557        0.000        2.572        2.579        3.663
   51000.000 -1666959.019   141270.749    86438.976   184959.366     1109.833 -2354513.798   273775.855    42238.067       27.181       55.371     7177.422       18.355      264.000   116078.000       34.000     2547.000       27.000      119.000       91.000        7.000       65.917        0.000       10.381       22.145        1.557        0.000        2.380        2.388        3.500
   51100.000 -1666273.001   142641.541    86258.100   184911.351     1101.279 -2354770.569   273585.298    43714.853       27.129       55.375     7132.192       18.244      278.000   115928.000       26.000     2582.000       30.000      127.000      104.000        7.000       68.858        0.000        8.304       21.280        1.557        0.000        2.460        2.467        3.653
   51200.000 -1666334.197   143461.429    87431.955   184267.333     1165.446 -2351949.840   269289.480    42171.686       27.187       55.408     7162.821       18.095      280.000   116016.000       25.000     2595.000       34.000      150.000      106.000        8.000       68.512        0.000       11.765       19.031        0.692        0.000        2.572        2.584        3.736
   51300.000 -1666686.551   145482.491    87762.131   184028.455     1088.577 -2356242.345   271194.141    41998.318       27.328       55.395     7370.385       18.291      282.000   116002.000       28.000     2551.000       27.000      143.000       93.000        7.000       66.782        0.000       12.457       20.761        0.000        0.000        2.826        2.835        3.948
   51400.000 -1666348.692   141605.900    86633.084   184603.313     1082.480 -2351820.410   271546.941    42498.259       27.273       55.345     7179.129       18.098      268.000   116180.000       23.000     2588.000       35.000      148.000       91.000        7.000       65.398        0.000       12.457       21.453        0.692        0.000        2.681        2.691        3.787
   51500.000 -1666240.120   143498.442    86849.143   184699.569     1165.981 -2352862.421   270409.166    41476.030       27.234       55.383     7224.123       18.362      280.000   116156.000       25.000     2568.000       25.000      141.000       93.000        7.000       66.090        0.000       11.073       21.453        1.384        0.000        2.627        2.636        3.768
   51600.000 -1666856.325   142877.902    86562.454   184172.403     1140.998 -2354421.979   272811.897    42393.942       27.303       55.360     7152.490       18.412      279.000   115828.000       25.000     2530.000       25.000      137.000       91.000        7.000       67.474        0.000        8.997       22.664        0.865        0.000        2.537        2.548        3.723
   51700.000 -1665525.254   140762.762    86731.189   184863.783     1104.624 -2350449.982   271462.369    43396.441       27.219       55.373     7182.175       18.391      266.000   115884.000       30.000     2623.000       27.000      139.000       97.000        7.000       68.166        0.000        8.304       22.145        1.384        0.000        2.437        2.445        3.675
   51800.000 -1666076.364   144849.015    86215.897   183851.950     1097.543 -2351041.465   268950.696    42132.947       27.248       55.399     7282.573       18.399      289.000   115798.000       27.000     2561.000       30.000      149.000      103.000        7.000       66.955        0.000        8.304       24.048        0.692        0.000        2.343        2.355        3.603
   51900.000 -1666983.750   142850.709    87359.955   184070.450     1103.674 -2355879.683   273511.145    42853.057       27.136       55.379     7238.350       18.162      291.000   116264.000       26.000     2498.000       36.000      148.000      101.000        7.000       66.436        0.000       12.457       20.415        0.692        0.000        2.543        2.551        3.755
   52000.000 -1666958.669   143677.690    86178.099   184192.361     1068.857 -2352639.403   270563.726    42175.200       27.215       55.423     7275.529       18.373      274.000   115948.000       29.000     2597.000       34.000      155.000       97.000        7.000       65.744        0.000       10.381       22.491        1.384        0.000        2.453        2.465        3.709
   52100.000 -1666535.454   143433.018    86557.049   184909.772     1135.393 -2355033.025   272462.339    42815.189       27.319       55.363     7207.433       18.254      258.000   116048.000       30.000     2529.000       29.000      130.000      100.000        7.000       64.014        0.000       11.765       21.972        2.249        0.000        2.570        2.579        3.781
   52200.000 -1666981.505   142713.165    86374.214   184542.042     1054.770 -2352339.468   270673.773    43319.131       27.166       55.409     7176.088       18.328      282.000   116208.000       26.000     2620.000       32.000      145.000       95.000        8.000       68.339        0.000       10.381       20.588        0.692        0.000        2.584        2.591        3.655
   52300.000 -1665551.496   142686.858    87449.365   184530.714     1124.328 -2355208.368   273865.607    42835.475       27.240       55.356     7167.512       18.259      277.000   115864.000       32.000     2599.000       37.000      133.000      100.000        7.000       67.301        0.000        9.689       21.453        1.557        0.000        2.529        2.538        3.664
   52400.000 -1668072.461   143455.176    86431.122   184561.151     1166.512 -2357455.699   273769.277    42687.178       27.212       55.372     7203.013       18.474      270.000   116048.000       27.000     2621.000       26.000      152.000       89.000        7.000       70.934        0.000        8.997       19.377        0.692        0.000        2.481        2.490        3.616
   52500.000 -1667567.837   142071.236    86898.151   185485.672     1152.417 -2356008.137   272832.824    42874.883       27.313       55.365     7180.457       18.505      273.000   116176.000       28.000     2556.000       31.000      143.000       95.000        7.000       68.858        0.000        6.920       22.664        1.557        0.000        2.421        2.426        3.699
   52600.000 -1665211.984   142535.040    86798.118   185212.912     1098.470 -2357348.522   276491.998    43084.829       27.216       55.352     7261.192       18.530      273.000   116242.000       22.000     2672.000       35.000      158.000       98.000        7.000       67.474        0.000        8.997       22.145        1.384        0.000        2.484        2.492        3.807
   52700.000 -1667519.463   142700.382    86211.455   185606.116     1024.319 -2354962.612   271900.876    42425.688       27.264       55.366     7282.609       18.682      261.000   116110.000       25.000     2529.000       37.000      126.000      101.000        7.000       69.031        0.000        8.304       21.453        1.211        0.000        2.505        2.510        3.948
   52800.000 -1667224.032   143637.208    86081.791   185374.874     1142.508 -2357362.236   273901.823    43537.190       27.427       55.382     7314.204       18.529      271.000   116140.000       26.000     2488.000       27.000      143.000       93.000        8.000       67.128        0.000       10.381       20.588        1.903        0.000        2.612        2.617        3.897
   52900.000 -1667053.798   143807.851    85670.208   184823.536     1103.778 -2354509.182   272050.012    42841.378       27.233       55.396     7211.820       18.553      257.000   116054.000       29.000     2537.000       26.000      130.000       89.000        7.000       68.166        0.000        8.304       20.415        3.114        0.000        2.650        2.654        3.836
   53000.000 -1666294.867   145636.006    86892.114   184641.518     1183.011 -2356082.813   271435.298    43035.960       27.158       55.388     7248.261       18.617      270.000   115710.000       27.000     2608.000       33.000      140.000       97.000        7.000       65.052        0.000       12.457       20.415        2.076        0.000        2.680        2.689        3.919
   53100.000 -1667961.882   142771.608    86780.942   184906.155     1146.081 -2357403.261   273836.594    43042.843       27.212       55.355     7146.954       18.355      281.000   116100.000       29.000     2615.000       38.000      162.000      101.000        8.000       62.803        0.000       13.149       22.491        1.557        0.000        2.436        2.444        3.649
   53200.000 -1667184.275   142584.987    86676.771   185214.228     1103.551 -2354455.139   271691.326    42563.107       27.063       55.390     7224.655       18.154      267.000   115942.000       23.000     2566.000       36.000      142.000       98.000        7.000       66.782        0.000       10.381       21.972        0.865        0.000        2.469        2.477        3.593
   53300.000 -1666946.380   142533.611    86474.186   184731.788     1144.893 -2353554.967   271724.109    42387.643       27.206       55.348     7146.190       18.134      257.000   115860.000       29.000     2556.000       50.000      151.000      100.000        7.000       67.647        0.000       11.765       19.896        0.692        0.000        2.401        2.410        3.499
   53400.000 -1665475.841   139076.558    85381.862   184966.484     1138.429 -2352596.103   276556.929    43091.800       27.189       55.381     7210.408       18.095      265.000   115922.000       27.000     2549.000       39.000      142.000       80.000        8.000       67.128        0.000        7.612       23.702        1.557        0.000        2.381        2.391        3.459
   53500.000 -1668342.643   141779.208    86565.577   185185.032     1131.740 -2356626.345   273622.146    43024.940       27.239       55.380     7144.093       18.412      267.000   116176.000       25.000     2597.000       27.000      167.000       91.000        7.000       66.782        0.000       10.381       21.799        1.038        0.000        2.406        2.418        3.481
   53600.000 -1668113.900   142626.307    86562.230   185079.762     1154.923 -2358344.730   274807.608    42297.466       27.137       55.373     7180.717       18.439      278.000   116332.000       24.000     2541.000       27.000      158.000       92.000        8.000       69.031        0.000       11.765       18.512        0.692        0.000        2.376        2.386        3.536
   53700.000 -1665510.944   143022.161    86241.609   184996.532     1142.758 -2353955.355   273041.351    42978.642       27.190       55.370     7192.721       18.141      273.000   115920.000       23.000     2553.000       29.000      153.000      100.000        7.000       69.204        0.000        8.997       20.242        1.557        0.000        2.257        2.265        3.388
   53800.000 -1666909.483   143372.412    85779.363   184562.237     1119.706 -2350645.209   268902.009    42683.084       27.070       55.370     7122.854       18.312      266.000   115922.000       30.000     2596.000       27.000      150.000       92.000        7.000       68.858        0.000        9.689       20.069        1.384        0.000        2.320        2.326        3.425
   53900.000 -1665494.647   143921.421    86138.325   184896.209     1101.043 -2352602.391   271050.746    42898.060       27.144       55.420     7317.070       18.134      266.000   115874.000       33.000     2528.000       29.000      157.000       89.000        7.000       67.820        0.000       11.073       19.031        2.076        0.000        2.484        2.495        3.605
   54000.000 -1666710.239   145431.706    86910.032   184902.854     1119.940 -2354968.230   269893.461    42892.417       27.193       55.397     7206.726       18.247      267.000   116014.000       26.000     2631.000       37.000      145.000       92.000        7.000       66.090        0.000        8.304       23.529        2.076        0.000        2.448        2.461        3.543
   54100.000 -1667731.487   143894.826    86930.094   184651.565     1189.989 -2358111.675   273713.714    42497.175       27.290       55.351     7122.507       18.177      268.000   116362.000       23.000     2605.000       35.000      134.000       94.000        7.000       62.803        0.000       11.765       23.702        1.730        0.000        2.400        2.411        3.442
   54200.000 -1668726.677   143403.530    86298.080   184874.564     1099.865 -2357843.554   273440.838    42953.540       27.292       55.357     7293.122       18.399      280.000   116464.000       27.000     2672.000       20.000      150.000       95.000        7.000       68.512        0.000       10.381       19.723        1.384        0.000        2.369        2.379        3.446
   54300.000 -1667360.217   143069.605    86749.148   185377.335     1095.862 -2356047.796   272395.629    43529.036       27.350       55.401     7160.935       18.135      255.000   116020.000       24.000     2560.000       36.000      145.000       95.000        8.000       68.339        0.000       11.765       19.204        0.692        0.000        2.532        2.543        3.589
   54400.000 -1666980.823   141835.546    86767.112   185294.208     1151.666 -2355713.593   273684.238    42095.244       27.412       55.363     7253.660       18.303      269.000   116614.000       21.000     2585.000       23.000      148.000       95.000        8.000       68.512        0.000        8.304       22.318        0.865        0.000        2.615        2.627        3.557
   54500.000 -1666371.257   145351.168    86109.358   184762.807     1103.723 -2354969.426   271271.113    42555.276       27.420       55.364     7205.972       18.409      259.000   116014.000       24.000     2672.000       24.000      156.000       94.000        7.000       66.436        0.000       11.765       20.415        1.384        0.000        2.619        2.626        3.549
   54600.000 -1666118.602   140805.085    87317.468   184798.482     1195.053 -2356930.262   276695.573    42316.039       27.325       55.348     7168.410       18.272      268.000   116196.000       29.000     2632.000       20.000      130.000       96.000        7.000       67.993        0.000        8.997       21.280        1.730        0.000        2.518        2.528        3.439
   54700.000 -1668206.818   143719.310    85456.549   185061.185     1125.476 -2355885.917   272316.579    42760.522       27.375       55.347     7211.648       18.150      266.000   116412.000       27.000     2619.000       29.000      140.000       98.000        7.000       69.550        0.000        8.997       20.069        1.384        0.000        2.543        2.554        3.441
   54800.000 -1666225.768   141294.532    87003.617   185388.683     1120.917 -2356747.498   275713.980    43239.428       27.392       55.365     7218.104       18.212      261.000   116074.000       28.000     2588.000       35.000      125.000      104.000        7.000       68.685        0.000        8.304       23.010        0.000        0.000        2.619        2.630        3.608
   54900.000 -1666906.737   145573.907    86299.087   184452.208     1077.956 -2353131.199   268821.302    42134.711       27.338       55.358     7186.736       18.401      266.000   115986.000       22.000     2608.000       27.000      136.000       93.000        7.000       68.339        0.000       12.457       18.512        0.692        0.000        2.622        2.632        3.580
   55000.000 -1666854.470   143698.021    86310.242   184773.039     1116.967 -2353218.489   270465.751    41833.435       27.410       55.362     7226.640       18.432      277.000   116000.000       26.000     2712.000       25.000      168.000      101.000        7.000       68.166        0.000       11.765       20.069        0.000        0.000        2.588        2.597        3.579
   55100.000 -1666922.880   142209.207    86187.416   184810.425     1093.707 -2350221.426   268997.790    42123.475       27.332       55.340     7192.426       18.276      272.000   115796.000       24.000     2643.000       20.000      154.000      107.000        7.000       65.571        0.000       12.457       21.972        0.000        0.000        2.528        2.536        3.598
   55200.000 -1666249.521   143731.978    86949.703   184615.111     1102.817 -2353343.133   270694.002    42356.566       27.213       55.399     7313.210       18.652      266.000   115892.000       30.000     2594.000       20.000      154.000       87.000        8.000       68.339        0.000       10.381       20.588        0.692        0.000        2.469        2.478        3.616
   55300.000 -1666943.876   144371.540    86022.667   185395.357     1045.338 -2355086.746   271307.968    42432.546       27.232       55.393     7118.582       18.165      258.000   116110.000       28.000     2611.000       31.000      149.000       96.000        7.000       69.031        0.000       11.073       19.896        0.000        0.000        2.431        2.440        3.524
   55400.000 -1666997.429   142519.806    85918.790   184848.096     1099.515 -2354663.150   273279.515    42452.995       27.311       55.384     7316.117       18.474      274.000   116026.000       24.000     2580.000       23.000      141.000      107.000        8.000       70.761        0.000        8.997       20.242        0.000        0.000        2.704        2.713        3.690
   55500.000 -1665099.749   143393.539    87576.948   184717.475     1126.023 -2354931.314   273017.580    42869.259       27.227       55.375     7232.274       18.321      259.000   116154.000       28.000     2648.000       29.000      162.000      100.000        8.000       71.107        0.000        7.612       19.204        2.076        0.000        2.644        2.650        3.633
   55600.000 -1667321.266   144852.694    86835.229   185076.884     1196.603 -2355884.590   270601.915    41976.411       27.175       55.390     7277.368       18.330      246.000   116184.000       27.000     2613.000       28.000      168.000      104.000        7.000       66.955        0.000       11.765       19.896        1.384        0.000        2.402        2.411        3.484
   55700.000 -1667431.426   145186.163    86307.254   185494.591     1115.870 -2356340.653   270805.349    42751.179       27.345       55.394     7211.964       18.263      264.000   115978.000       21.000     2619.000       23.000      164.000       87.000        7.000       68.512        0.000        8.997       21.107        1.384        0.000        2.625        2.634        3.713
   55800.000 -1666278.509   143478.491    86946.211   184948.733     1156.444 -2357949.943   275141.554    42201.819       27.143       55.383     7284.977       18.462      266.000   115840.000       26.000     2666.000       31.000      156.000       95.000        7.000       65.052        0.000       12.457       20.934        1.557        0.000        2.539        2.547        3.678
   55900.000 -1668032.021   143956.986    86513.723   184905.569     1174.493 -2358055.398   273472.605    42795.865       27.184       55.399     7306.145       18.467      267.000   116260.000       23.000     2650.000       26.000      161.000      108.000        7.000       66.955        0.000        9.689       21.626        1.730        0.000        2.450        2.460        3.704
   56000.000 -1667766.067   141805.576    87639.528   185375.751     1064.276 -2357516.948   273865.750    42694.107       27.121       55.395     7119.278       18.212      249.000   116014.000       21.000     2654.000       29.000      162.000      102.000        7.000       65.744        0.000       14.533       19.031        0.692        0.000        2.461        2.468        3.539
   56100.000 -1665314.667   143425.822    86744.996   184510.803     1138.750 -2352310.795   271175.757    42717.810       27.073       55.376     7206.585       18.300      264.000   115944.000       28.000     2588.000       21.000      144.000      102.000        8.000       67.474        0.000       10.381       19.896        2.249        0.000        2.432        2.444        3.640
   56200.000 -1665171.982   144410.978    86350.509   184840.643     1103.446 -2353522.385   271644.826    42109.743       27.080       55.378     7297.282       18.429      248.000   115818.000       23.000     2574.000       31.000      132.000       99.000        8.000       68.512        0.000        7.612       22.491        1.384        0.000        2.231        2.238        3.595
   56300.000 -1667990.760   142012.017    86015.474   185320.968     1065.917 -2353965.873   271560.737    42133.454       27.100       55.373     7179.478       18.243      275.000   115972.000       28.000     2629.000       27.000      155.000       98.000        8.000       69.031        0.000       11.073       19.031        0.865        0.000        2.465        2.472        3.720
   56400.000 -1667917.343   142964.898    85979.075   184812.377     1141.649 -2353799.170   270983.828    42179.636       27.179       55.398     7265.855       18.495      261.000   116058.000       21.000     2611.000       35.000      135.000       94.000        7.000       68.339        0.000        8.304       21.972        1.384        0.000        2.553        2.558        3.809
   56500.000 -1666619.441   144233.325    86393.639   185477.552     1065.565 -2354980.885   271191.364    41831.611       27.107       55.367     7194.323       18.706      266.000   115792.000       23.000     2629.000       27.000      153.000       95.000        7.000       64.533        0.000       10.381       22.837        2.249        0.000        2.371        2.383        3.640
   56600.000 -1664166.650   142069.481    86970.128   184845.041     1191.227 -2351466.238   272223.711    42258.072       27.335       55.370     7153.905       18.453      269.000   115810.000       26.000     2585.000       32.000      150.000       89.000        8.000       67.474        0.000        8.304       21.799        2.422        0.000        2.268        2.280        3.546
   56700.000 -1665586.052   145195.088    86979.831   185121.998     1172.785 -2355479.102   271423.348    42244.707       27.168       55.393     7162.164       18.412      276.000   115994.000       20.000     2663.000       32.000      152.000       98.000        7.000       65.225        0.000        8.304       24.913        1.557        0.000        2.289        2.295        3.495
   56800.000 -1666517.427   143470.786    87040.663   184605.646     1109.719 -2353580.432   270836.190    42023.969       27.159       55.406     7184.133       18.589      272.000   116014.000       24.000     2585.000       34.000      146.000       95.000        7.000       67.301        0.000       13.149       19.550        0.000        0.000        2.324        2.330        3.552
   56900.000 -1666187.150   145030.380    87326.566   184797.593     1083.608 -2358157.474   273732.177    42634.292       27.202       55.379     7246.276       18.340      281.000   116312.000       20.000     2689.000       33.000      141.000      101.000        7.000       66.609        0.000        8.997       22.664        1.730        0.000        2.312        2.319        3.456
   57000.000 -1666730.096   142775.365    87678.205   184443.011     1142.759 -2353901.840   271132.405    41775.026       27.149       55.384     7384.752       18.894      272.000   116112.000       26.000     2600.000       29.000      161.000       95.000        7.000       66.090        0.000        9.689       22.837        1.384        0.000        2.277        2.287        3.542
   57100.000 -1666268.382   144994.119    86146.167   184635.171     1191.142 -2354779.723   271544.742    42927.545       27.151       55.413     7182.276       18.383      268.000   116090.000       29.000     2613.000       34.000      154.000       91.000        7.000       66.436        0.000        7.612       23.183        2.768        0.000        2.301        2.309        3.570
   57200.000 -1666363.222   142097.216    85837.934   184675.032     1138.821 -2350709.645   270597.420    41925.201       27.209       55.377     7266.463       18.654      269.000   116162.000       28.000     2579.000       27.000      132.000       91.000        8.000       68.858        0.000        8.997       20.761        1.384        0.000        2.406        2.410        3.617
   57300.000 -1667163.574   144858.950    85433.654   185493.704     1149.996 -2354211.586   270111.709    43012.369       27.302       55.383     7261.843       18.632      263.000   116338.000       30.000     2528.000       27.000      115.000       90.000        7.000       67.993        0.000        8.304       21.453        2.249        0.000        2.742        2.747        3.861
   57400.000 -1666025.955   146312.675    86462.413   184801.557     1154.334 -2353872.064   269115.130    42378.672       27.362       55.425     7211.579       18.792      263.000   115946.000       30.000     2563.000       20.000      129.000       97.000        7.000       64.706        0.000       13.149       21.453        0.692        0.000        2.642        2.644        3.806
   57500.000 -1666152.335   143100.445    87161.418   183982.181     1270.392 -2353619.609   271952.839    42459.955       27.181       55.401     7345.280       18.707      283.000   115854.000       27.000     2684.000       28.000      149.000      100.000        8.000       65.917        0.000        9.689       21.626        2.768        0.000        2.594        2.597        3.774
   57600.000 -1665943.784   144904.831    87287.726   184624.225     1127.239 -2353330.071   269442.265    43170.092       27.207       55.397     7299.553       18.925      263.000   115958.000       22.000     2554.000       26.000      149.000       93.000        7.000       66.609        0.000       11.073       19.031        3.287        0.000        2.610        2.614        3.818
   57700.000 -1666768.141   141399.853    86752.140   184741.053     1193.988 -2352203.274   271348.099    42459.184       27.195       55.417     7273.355       18.516      272.000   116076.000       21.000     2643.000       29.000      149.000       93.000        8.000       64.360        0.000       13.149       19.550        2.941        0.000        2.431        2.440        3.555
   57800.000 -1666327.535   144479.895    86439.290   184562.481     1119.084 -2356605.940   273677.655    42539.058       27.245       55.413     7172.354       18.543      269.000   116220.000       25.000     2659.000       26.000      142.000      100.000        7.000       66.955        0.000        9.689       21.280        2.076        0.000        2.585        2.595        3.711
   57900.000 -1667034.852   144809.602    86035.903   184577.566     1059.106 -2354542.341   271025.312    41754.905       27.134       55.415     7230.527       18.363      267.000   116204.000       26.000     2567.000       18.000      144.000       89.000        7.000       68.339        0.000        6.920       22.664        2.076        0.000        2.384        2.388        3.570
   58000.000 -1668152.327   142626.130    86250.758   184622.406     1151.025 -2357562.799   274760.153    43577.948       27.138       55.393     7275.435       18.571      271.000   116130.000       28.000     2616.000       26.000      139.000       90.000        7.000       66.782        0.000       11.073       20.415        1.730        0.000        2.504        2.513        3.684
   58100.000 -1667260.405   144152.361    86401.635   184841.275     1124.637 -2355663.158   271882.845    43000.589       27.043       55.393     7134.904       18.577      270.000   116214.000       26.000     2608.000       25.000      140.000       93.000        7.000       66.263        0.000       11.765       19.896        2.076        0.000        2.603        2.609        3.625
   58200.000 -1666328.285   143813.912    87113.877   184406.278     1199.718 -2353028.689   270166.620    41523.368       27.156       55.371     7216.969       18.553      277.000   115974.000       23.000     2643.000       19.000      130.000       95.000        7.000       67.647        0.000       10.381       20.588        1.384        0.000        2.597        2.602        3.614
   58300.000 -1666181.295   144188.857    86899.145   184534.736     1148.398 -2355673.247   272720.817    43621.580       27.127       55.388     7221.834       18.362      256.000   115908.000       27.000     2604.000       23.000      129.000       87.000        7.000       66.955        0.000        8.997       23.356        0.692        0.000        2.482        2.489        3.583
   58400.000 -1667360.664   144606.452    86493.655   184323.056     1159.794 -2357159.292   273215.670    42921.423       27.224       55.382     7349.415       18.660      254.000   116250.000       25.000     2663.000       35.000      147.000       87.000        8.000       67.301        0.000        9.689       20.761        2.249        0.000        2.454        2.459        3.580
   58500.000 -1665668.384   140888.692    86793.208   184482.083     1132.839 -2354694.959   275729.752    44284.398       27.092       55.372     7160.351       18.425      264.000   116002.000       28.000     2652.000       35.000      141.000       93.000        7.000       66.955        0.000       11.073       19.896        2.076        0.000        2.430        2.433        3.537
   58600.000 -1666237.058   142709.424    86727.273   185036.772     1147.552 -2354508.535   272650.456    42970.267       27.027       55.387     7195.371       18.379      265.000   116264.000       30.000     2669.000       23.000      152.000      101.000        7.000       67.474        0.000        7.612       22.664        2.249        0.000        2.432        2.441        3.535
   58700.000 -1666438.409   146563.915    86195.783   184221.849     1149.068 -2353688.460   269119.436    42311.092       26.879       55.428     7203.583       18.332      257.000   116204.000       26.000     2677.000       29.000      147.000       98.000        7.000       66.955        0.000       10.381       21.972        0.692        0.000        2.426        2.437        3.585
   58800.000 -1667131.603   142615.585    87183.256   184240.936     1141.256 -2354156.843   271844.206    43113.496       27.106       55.406     7145.900       18.229      265.000   115822.000       36.000     2614.000       31.000      148.000       97.000        7.000       67.128        0.000       11.765       19.031        2.076        0.000        2.508        2.517        3.629
