	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
   34100.000 -1666415.519   144236.428    86086.892   184962.556     1137.947 -2352092.682   269253.341    41526.481       27.292       55.368     7063.211       18.473      258.000   115880.000       33.000     2602.000       23.000      152.000       80.000        8.000       68.339        0.000        6.228       24.740        0.692        0.000        2.156        2.176        3.113
   34200.000 -1666994.112   143552.847    87341.490   184938.374     1144.511 -2355674.420   271703.086    42554.690       27.316       55.356     7108.641       18.382      276.000   115920.000       33.000     2620.000       32.000      160.000       77.000        7.000       64.706        0.000       12.457       21.453        1.384        0.000        2.096        2.108        3.043
   34300.000 -1667569.531   144787.868    86319.625   184763.070     1171.804 -2353125.157   268513.259    42576.146       27.333       55.421     7117.294       18.663      270.000   116100.000       32.000     2562.000       43.000      165.000       82.000        7.000       68.339        0.000        8.304       21.972        1.384        0.000        2.157        2.169        3.116
   34400.000 -1664164.891   141822.538    86521.554   185300.054     1174.692 -2352151.193   273167.465    42083.064       27.338       55.386     7062.434       18.565      265.000   115730.000       37.000     2567.000       38.000      146.000       69.000        7.000       67.474        0.000       10.381       21.453        0.692        0.000        2.178        2.194        3.192
   34500.000 -1668616.105   143954.931    86619.688   184686.892     1192.179 -2356379.994   271310.199    42952.354       27.314       55.381     7098.428       18.745      252.000   115934.000       34.000     2554.000       41.000      178.000       83.000        7.000       69.377        0.000        7.612       23.010        0.000        0.000        2.127        2.142        3.038
   34600.000 -1666555.910   144170.459    86561.029   184477.829     1109.243 -2357289.051   274414.581    41666.030       27.257       55.341     7122.336       18.591      269.000   116314.000       34.000     2580.000       35.000      139.000       78.000        7.000       67.820        0.000        6.920       23.875        1.384        0.000        2.107        2.126        3.053
   34700.000 -1666608.190   143201.649    86282.033   184579.350     1176.568 -2353640.116   271792.326    42809.795       27.185       55.387     7112.464       18.664      268.000   115994.000       32.000     2597.000       42.000      166.000       90.000        8.000       69.896        0.000        5.536       23.183        1.384        0.000        2.060        2.075        3.075
   34800.000 -1666645.266   143754.730    85710.876   185002.913     1190.946 -2353856.547   271551.816    42829.160       27.265       55.401     7045.953       18.663      263.000   116230.000       37.000     2564.000       42.000      177.000       81.000        7.000       66.436        0.000        7.612       23.010        2.941        0.000        1.955        1.974        3.041
   34900.000 -1665006.841   146539.720    86666.633   184724.010     1134.753 -2353788.616   269716.659    41896.738       27.284       55.406     7026.654       18.504      261.000   115578.000       29.000     2599.000       36.000      179.000       72.000        7.000       66.955        0.000       10.381       21.107        1.557        0.000        2.108        2.127        3.131
   35000.000 -1666748.292   141890.260    86859.009   184519.304     1053.582 -2354071.796   273001.349    42893.193       27.142       55.396     6978.353       18.585      270.000   116210.000       38.000     2661.000       41.000      180.000       81.000        8.000       70.761        0.000        5.536       22.318        1.384        0.000        1.925        1.939        3.090
   35100.000 -1666648.011   145078.698    86559.703   184382.914     1137.075 -2355747.509   271941.108    42891.630       27.157       55.341     6976.622       18.535      275.000   116172.000       41.000     2608.000       32.000      179.000       85.000        7.000       67.820        0.000        8.997       23.183        0.000        0.000        1.965        1.981        3.140
   35200.000 -1665740.542   142260.716    86960.878   184798.423     1109.067 -2353692.484   272822.857    42265.300       27.212       55.391     6967.032       18.383      257.000   116054.000       27.000     2629.000       35.000      188.000       83.000        7.000       65.398        0.000        7.612       23.183        3.806        0.000        1.898        1.915        3.151
   35300.000 -1665394.672   145101.171    86584.820   184703.757     1123.115 -2352099.405   269191.869    41437.439       27.223       55.389     6968.485       18.570      262.000   116126.000       28.000     2557.000       37.000      162.000       85.000        7.000       67.128        0.000        9.689       21.626        1.557        0.000        2.111        2.130        3.261
   35400.000 -1666910.756   143289.250    86807.226   184594.145     1143.090 -2353932.376   271187.908    42611.728       27.137       55.425     7020.136       18.484      257.000   116032.000       31.000     2553.000       43.000      196.000       81.000        7.000       65.052        0.000       10.381       22.318        2.249        0.000        2.071        2.089        3.288
   35500.000 -1666666.264   142509.593    86106.300   184455.616     1070.240 -2353114.873   272306.860    41840.069       27.205       55.378     7009.797       18.475      276.000   115930.000       31.000     2609.000       37.000      147.000       85.000        7.000       70.242        0.000        6.920       20.761        2.076        0.000        2.056        2.075        3.140
   35600.000 -1665977.322   143494.804    87090.175   184512.461     1159.706 -2356163.258   273928.790    43411.067       27.193       55.416     6933.444       18.561      287.000   115842.000       29.000     2576.000       40.000      169.000       85.000        7.000       63.495        0.000       10.381       23.183        2.941        0.000        2.062        2.081        3.083
