	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
   44400.000 -1614000.380   144759.236    86915.799   184970.146     1118.633 -2296864.457   265100.264    44175.921       27.395       55.474     7166.189       18.940      250.000   116368.000       37.000     2658.000       47.000      169.000      101.000        0.000       66.782        0.000        8.304       21.972        2.941        0.000        3.408        3.423        4.063
   44500.000 -1614004.408   141666.818    87394.543   185013.793     1046.207 -2296959.864   267834.096    42841.791       27.448       55.428     7134.622       19.033      257.000   116404.000       42.000     2672.000       43.000      174.000       97.000        0.000       66.436        0.000       11.073       21.626        0.865        0.000        3.506        3.524        4.153
   44600.000 -1613389.614   143969.840    86210.741   184720.149     1203.264 -2294991.306   265497.699    42160.764       27.380       55.461     7151.225       19.050      255.000   116076.000       38.000     2593.000       34.000      181.000      106.000        0.000       69.377        0.000        7.612       23.010        0.000        0.000        3.503        3.519        4.179
   44700.000 -1613144.237   144877.662    86489.309   184909.700     1118.908 -2294055.088   263515.272    42410.358       27.477       55.431     7173.550       19.058      265.000   116038.000       42.000     2644.000       42.000      164.000      101.000        0.000       65.917        0.000        9.689       22.837        1.557        0.000        3.536        3.554        4.231
   44800.000 -1613536.355   144677.095    87558.314   184735.339     1142.460 -2294904.368   263254.805    43281.301       27.479       55.427     7180.256       18.838      261.000   115950.000       39.000     2649.000       36.000      187.000       95.000        0.000       65.917        0.000        8.304       22.837        2.941        0.000        3.568        3.585        4.281
   44900.000 -1614533.061   141903.841    86545.162   184345.350     1097.384 -2297453.178   269028.381    43261.652       27.429       55.440     7148.054       18.911      252.000   116460.000       44.000     2679.000       29.000      192.000       96.000        0.000       65.225        0.000       11.073       22.145        1.557        0.000        3.469        3.485        4.246
   45000.000 -1614041.673   143002.639    86180.165   185058.786     1140.875 -2296304.644   266880.506    42451.195       27.445       55.407     7229.071       19.272      254.000   116232.000       38.000     2634.000       34.000      184.000      101.000        0.000       67.820        0.000        6.228       24.394        1.557        0.000        3.488        3.504        4.257
   45100.000 -1613287.794   143238.971    86914.257   184851.030     1089.806 -2296169.967   266788.109    42843.633       27.426       55.447     7273.469       19.063      265.000   116334.000       39.000     2726.000       48.000      173.000       97.000        0.000       66.609        0.000        8.997       22.837        1.557        0.000        3.615        3.629        4.318
   45200.000 -1614454.876   143673.020    86908.308   184426.767     1087.999 -2298337.937   267786.966    43170.612       27.483       55.454     7250.517       19.248      252.000   116688.000       37.000     2605.000       32.000      184.000       98.000        0.000       67.128        0.000        8.997       20.934        2.941        0.000        3.521        3.535        4.307
   45300.000 -1613484.560   142396.407    85934.234   185329.506     1092.888 -2294562.478   266324.883    43095.190       27.511       55.517     7272.154       19.280      268.000   116000.000       37.000     2714.000       38.000      182.000       94.000        0.000       69.031        0.000        7.612       21.799        1.557        0.000        3.462        3.481        4.217
   45400.000 -1614450.778   142198.514    86831.856   184614.978     1124.839 -2294064.678   264843.712    43564.882       27.465       55.482     7258.543       19.062      252.000   116334.000       34.000     2659.000       34.000      166.000       95.000        0.000       63.149        0.000       11.765       23.702        1.384        0.000        3.730        3.744        4.406
   45500.000 -1613784.615   143173.791    86124.329   184500.552     1165.688 -2295665.594   266916.620    42049.290       27.476       55.420     7235.559       19.283      257.000   116460.000       37.000     2759.000       45.000      178.000       99.000        0.000       65.917        0.000       10.381       21.972        1.730        0.000        3.762        3.778        4.466
   45600.000 -1611717.971   145523.854    85837.758   184842.193     1137.429 -2292246.473   263187.267    42409.427       27.536       55.463     7142.843       19.301      267.000   116250.000       42.000     2630.000       38.000      185.000       97.000        0.000       65.225        0.000       11.765       21.280        1.730        0.000        3.643        3.661        4.388
   45700.000 -1613994.353   140993.001    86350.908   184953.187     1146.072 -2290803.354   263365.834    42787.046       27.461       55.376     7132.054       19.189      266.000   116248.000       43.000     2745.000       35.000      167.000      100.000        0.000       64.533        0.000       11.073       23.010        1.384        0.000        3.824        3.842        4.519
   45800.000 -1613779.903   143152.153    87133.590   184845.072     1173.944 -2296426.598   266341.937    42542.922       27.425       55.433     7231.043       19.244      250.000   116434.000       44.000     2683.000       38.000      140.000       97.000        0.000       62.976        0.000       11.073       22.491        3.460        0.000        3.810        3.825        4.516
   45900.000 -1613388.529   142556.175    87719.833   184663.547     1066.894 -2296269.791   266874.813    43055.316       27.537       55.458     7188.918       19.069      257.000   116440.000       43.000     2602.000       35.000      165.000       99.000        0.000       68.685        0.000       11.765       17.993        1.557        0.000        3.934        3.950        4.520
   46000.000 -1615835.011   143788.573    86539.706   184689.527     1063.634 -2297801.544   265885.094    42228.967       27.576       55.412     7216.339       19.252      254.000   116560.000       37.000     2640.000       22.000      185.000       98.000        0.000       66.436        0.000       10.381       21.626        1.557        0.000        3.974        3.993        4.636
   46100.000 -1614196.024   143921.810    88231.231   184813.335     1162.576 -2294823.235   262498.258    42579.759       27.709       55.432     7148.346       19.060      279.000   116210.000       42.000     2623.000       28.000      158.000       98.000        0.000       67.128        0.000        9.689       21.799        1.384        0.000        3.641        3.659        4.325
   46200.000 -1615366.275   144287.014    86945.854   185257.532     1106.746 -2298083.992   265120.572    42601.413       27.524       55.451     7128.520       18.841      278.000   116088.000       39.000     2661.000       39.000      169.000      102.000        0.000       65.225        0.000       10.381       21.799        2.595        0.000        3.817        3.832        4.490
   46300.000 -1613329.603   142857.384    87232.958   184851.669     1214.715 -2292965.985   263479.656    42595.895       27.591       55.476     7153.039       19.124      262.000   116220.000       35.000     2666.000       32.000      170.000      103.000        0.000       67.474        0.000        9.689       21.972        0.865        0.000        4.034        4.049        4.717
   46400.000 -1613444.180   143304.787    86471.196   184613.745     1088.189 -2297513.142   268591.044    43531.437       27.553       55.469     7200.411       19.214      264.000   116488.000       43.000     2658.000       50.000      175.000      102.000        0.000       65.917        0.000        8.304       23.356        2.422        0.000        3.665        3.678        4.455
   46500.000 -1614988.461   142311.262    86307.590   185416.397     1128.281 -2299283.961   269131.970    41949.573       27.554       55.414     7181.010       19.534      260.000   116648.000       39.000     2773.000       40.000      192.000      105.000        0.000       66.609        0.000        8.997       23.010        1.384        0.000        3.708        3.723        4.514
   46600.000 -1612094.481   141144.394    86959.615   185425.835     1175.650 -2295053.561   268253.586    44112.593       27.444       55.431     7227.491       19.364      261.000   116142.000       38.000     2677.000       44.000      173.000      103.000        0.000       66.782        0.000        8.304       23.356        1.557        0.000        3.891        3.909        4.654
   46700.000 -1614406.638   143910.014    86537.982   184744.761     1102.688 -2295104.672   264402.589    42734.450       27.557       55.434     7119.664       19.311      262.000   116466.000       37.000     2604.000       35.000      180.000      109.000        0.000       67.128        0.000        7.612       23.183        2.076        0.000        3.947        3.957        4.776
   46800.000 -1615071.583   143709.986    86381.308   184985.141     1091.348 -2297125.194   265885.829    43226.981       27.521       55.418     7201.005       19.618      262.000   116496.000       37.000     2648.000       35.000      172.000      104.000        0.000       62.976        0.000       12.457       20.934        3.633        0.000        3.903        3.921        4.689
   46900.000 -1613645.171   141671.450    87034.053   185367.436     1215.001 -2294234.623   265301.512    41937.742       27.505       55.443     7207.970       19.586      255.000   116538.000       41.000     2589.000       28.000      158.000      104.000        0.000       68.512        0.000        8.997       21.799        0.692        0.000        3.644        3.659        4.538
   47000.000 -1614905.976   143659.432    85925.872   184832.316     1100.910 -2295516.493   265091.987    42711.663       27.390       55.434     7125.678       19.411      256.000   116224.000       40.000     2746.000       32.000      170.000      102.000        0.000       65.571        0.000       11.073       21.107        2.249        0.000        3.639        3.658        4.498
   47100.000 -1614311.371   142176.780    86295.830   185344.166     1072.403 -2298253.147   269052.597    42995.156       27.531       55.454     7224.684       19.357      256.000   116502.000       41.000     2697.000       35.000      154.000       99.000        0.000       65.917        0.000        8.304       22.837        2.941        0.000        3.621        3.641        4.500
   47200.000 -1613172.688   141240.310    87209.235   185130.992     1121.552 -2296284.600   268409.824    43307.959       27.456       55.436     7143.155       18.983      268.000   116180.000       39.000     2680.000       28.000      161.000      102.000        0.000       67.993        0.000        7.612       22.837        1.557        0.000        3.687        3.702        4.446
   47300.000 -1613757.043   142244.788    86706.948   184916.084     1175.004 -2293014.806   264214.939    43495.055       27.416       55.486     7091.779       19.143      269.000   116008.000       45.000     2701.000       29.000      178.000       99.000        0.000       68.685        0.000        9.689       20.242        1.384        0.000        3.617        3.632        4.334
   47400.000 -1613024.427   140230.878    85905.383   185448.896     1179.278 -2293010.319   267221.457    42767.577       27.555       55.434     7128.503       19.703      262.000   116176.000       39.000     2723.000       39.000      144.000      104.000        0.000       63.149        0.000       13.149       23.010        0.692        0.000        3.784        3.803        4.607
   47500.000 -1613691.051   141081.507    85561.194   185811.527     1108.135 -2294482.047   267228.633    42571.545       27.530       55.428     7057.332       19.353      272.000   116240.000       44.000     2700.000       40.000      165.000      101.000        0.000       68.339        0.000        7.612       21.626        2.422        0.000        3.744        3.759        4.512
   47600.000 -1613990.897   144216.368    86784.686   185072.297     1273.712 -2295257.565   263919.604    42805.575       27.491       55.475     7186.920       19.416      264.000   116438.000       38.000     2749.000       34.000      170.000      100.000        0.000       69.377        0.000        7.612       20.069        2.941        0.000        3.795        3.812        4.620
   47700.000 -1612332.620   140367.051    86983.860   185177.596     1193.619 -2292706.532   266651.787    43029.381       27.429       55.420     7040.289       19.198      270.000   116148.000       38.000     2744.000       37.000      182.000      106.000        0.000       67.301        0.000        8.997       21.280        2.422        0.000        3.904        3.919        4.734
   47800.000 -1612560.076   142554.992    86533.213   184752.472     1147.847 -2290644.870   263096.270    42124.955       27.540       55.453     7104.584       19.321      263.000   115984.000       37.000     2680.000       38.000      147.000      107.000        0.000       65.571        0.000        9.689       22.318        2.422        0.000        3.728        3.743        4.508
   47900.000 -1614262.360   142800.550    86419.446   184957.084     1118.608 -2296219.932   266661.884    43051.550       27.654       55.449     7061.005       19.383      247.000   116324.000       39.000     2546.000       34.000      138.000      105.000        0.000       63.495        0.000       11.073       22.491        2.941        0.000        3.684        3.700        4.535
   48000.000 -1612541.184   141742.951    87873.433   185010.149     1223.274 -2296154.381   267763.390    43615.828       27.571       55.395     7053.229       19.541      260.000   116148.000       34.000     2609.000       42.000      145.000      102.000        0.000       66.955        0.000        8.304       23.356        1.384        0.000        3.658        3.672        4.593
   48100.000 -1615012.482   141355.160    86681.139   185004.691     1091.938 -2295617.764   266472.355    42710.215       27.441       55.443     7145.068       19.608      253.000   116658.000       42.000     2646.000       40.000      156.000      105.000        0.000       66.436        0.000        9.689       23.010        0.865        0.000        3.681        3.694        4.596
   48200.000 -1615663.346   145185.925    85875.642   184660.657     1118.974 -2296732.062   264227.519    43948.564       27.502       55.450     7089.181       19.504      263.000   116464.000       33.000     2731.000       26.000      186.000      103.000        0.000       65.225        0.000        8.997       24.913        0.865        0.000        3.794        3.810        4.657
   48300.000 -1614454.545   145049.645    85802.139   184881.578     1127.872 -2296686.414   265370.635    42724.715       27.591       55.430     7096.071       19.244      254.000   116538.000       40.000     2682.000       40.000      168.000      100.000        0.000       63.495        0.000       11.073       23.875        1.557        0.000        3.880        3.898        4.686
   48400.000 -1614623.267   142708.256    86301.866   185276.506     1082.252 -2296956.339   266964.192    43016.149       27.451       55.430     6978.351       19.027      279.000   116526.000       41.000     2700.000       44.000      181.000      104.000        0.000       67.301        0.000        9.689       21.453        1.557        0.000        3.892        3.912        4.754
   48500.000 -1613639.829   141877.277    86438.854   185303.353     1180.179 -2296343.799   267904.307    43055.310       27.425       55.404     7023.614       19.361      260.000   116246.000       41.000     2656.000       42.000      152.000       96.000        0.000       63.841        0.000       12.457       21.280        2.422        0.000        3.764        3.784        4.762
   48600.000 -1613817.798   143836.194    86875.898   184822.453     1092.458 -2295219.387   264774.585    42789.733       27.481       55.448     6957.552       19.305      260.000   116168.000       42.000     2751.000       48.000      178.000       95.000        0.000       62.630        0.000       12.457       21.453        3.460        0.000        3.639        3.653        4.554
   48700.000 -1615062.806   139472.526    86412.714   184716.430     1166.196 -2294412.244   267581.572    42766.476       27.498       55.421     7057.854       19.158      266.000   116348.000       37.000     2694.000       37.000      167.000       97.000        0.000       65.225        0.000        8.997       22.837        2.941        0.000        3.432        3.442        4.503
   48800.000 -1614486.448   142238.438    85978.413   184998.654     1165.709 -2296176.330   267308.668    43109.920       27.508       55.407     7089.318       18.853      263.000   116380.000       39.000     2688.000       39.000      171.000       95.000        0.000       64.187        0.000       13.841       21.107        0.865        0.000        3.649        3.667        4.486
   48900.000 -1614670.054   145491.385    86887.448   185035.774     1177.765 -2295048.305   261785.879    43069.873       27.488       55.440     7102.416       18.572      265.000   116334.000       36.000     2729.000       31.000      169.000      102.000        0.000       64.360        0.000        9.689       25.087        0.865        0.000        3.561        3.581        4.304
   49000.000 -1616048.491   142483.329    86435.962   185266.495     1183.237 -2296035.467   264617.953    42022.464       27.498       55.464     7108.822       18.737      277.000   116478.000       37.000     2670.000       44.000      174.000      106.000        0.000       68.339        0.000        9.689       20.588        1.384        0.000        3.762        3.778        4.434
   49100.000 -1615029.520   143693.248    86490.972   185186.570     1068.935 -2298587.336   267118.090    43794.506       27.418       55.458     7239.927       19.141      269.000   116590.000       34.000     2653.000       47.000      153.000      103.000        0.000       68.685        0.000        8.304       20.588        2.422        0.000        3.564        3.578        4.371
   49200.000 -1614807.225   141978.608    87307.100   184845.688     1141.778 -2297130.941   267050.541    42519.630       27.357       55.413     7281.358       18.943      251.000   116336.000       37.000     2736.000       37.000      181.000      105.000        0.000       65.398        0.000       10.381       23.356        0.865        0.000        3.367        3.380        4.211
   49300.000 -1611801.247   144216.371    85935.585   185259.440     1117.976 -2295727.453   267396.833    43698.743       27.388       55.444     7333.582       19.119      251.000   116354.000       39.000     2635.000       40.000      164.000      107.000        0.000       66.782        0.000       10.381       21.453        1.384        0.000        3.623        3.636        4.393
   49400.000 -1613561.957   142232.941    86642.725   185034.069     1185.278 -2295661.833   267004.863    43160.638       27.336       55.453     7173.255       18.975      269.000   116110.000       37.000     2709.000       35.000      161.000      103.000        0.000       65.398        0.000       11.073       22.664        0.865        0.000        3.488        3.500        4.300
   49500.000 -1613919.838   141405.487    87179.527   185359.847     1105.162 -2296128.936   267159.075    43253.919       27.420       55.426     7248.415       19.151      270.000   116276.000       35.000     2635.000       20.000      152.000      102.000        0.000       66.263        0.000        8.997       22.318        2.422        0.000        3.277        3.295        4.179
   49600.000 -1612479.401   141671.446    86873.585   184853.725     1167.044 -2295881.924   268836.724    42954.883       27.480       55.386     7241.768       18.790      269.000   116384.000       28.000     2702.000       37.000      165.000      107.000        0.000       65.571        0.000       11.765       20.069        2.595        0.000        3.639        3.651        4.386
   49700.000 -1615377.252   143513.055    86616.615   184689.959     1131.072 -2295161.081   263833.129    42086.112       27.539       55.415     7217.500       18.750      252.000   116258.000       37.000     2723.000       55.000      165.000      108.000        0.000       65.571        0.000       10.381       22.318        1.730        0.000        3.860        3.873        4.556
   49800.000 -1612688.389   141598.120    86237.271   185320.315     1160.881 -2294351.494   267346.519    42946.300       27.443       55.441     7186.968       18.774      263.000   115972.000       38.000     2798.000       43.000      180.000      110.000        0.000       65.744        0.000       10.381       22.491        1.384        0.000        3.866        3.877        4.588
   49900.000 -1613349.696   141837.951    86078.842   185418.961     1123.185 -2294831.165   267022.531    42752.455       27.489       55.437     7214.182       19.069      268.000   115972.000       32.000     2750.000       39.000      168.000      107.000        0.000       63.668        0.000        9.689       25.087        1.557        0.000        3.877        3.891        4.606
   50000.000 -1613312.701   142429.834    86778.120   184941.155     1137.149 -2296162.820   267563.862    42532.219       27.470       55.409     7233.996       19.100      268.000   116200.000       31.000     2745.000       38.000      143.000       97.000        0.000       64.187        0.000       13.841       20.415        1.557        0.000        3.837        3.849        4.597
   50100.000 -1612117.903   141571.069    86912.446   185052.480     1134.439 -2294431.514   267643.177    43399.726       27.562       55.422     7235.004       19.122      267.000   116332.000       29.000     2772.000       35.000      167.000      107.000        0.000       67.128        0.000        9.689       21.626        1.557        0.000        3.798        3.811        4.631
   50200.000 -1614940.143   143616.856    87156.632   185153.291     1202.451 -2295018.995   262949.623    43036.299       27.544       55.420     7352.033       19.055      253.000   116510.000       35.000     2656.000       39.000      136.000       94.000        0.000       67.647        0.000        8.997       21.972        1.384        0.000        3.670        3.686        4.456
   50300.000 -1616003.477   142378.202    86143.756   185162.212     1161.867 -2299131.754   268282.240    43165.133       27.403       55.442     7330.591       19.001      275.000   116440.000       35.000     2663.000       32.000      178.000      100.000        0.000       65.398        0.000        8.304       22.491        3.806        0.000        3.596        3.607        4.440
   50400.000 -1613651.540   142611.551    86181.447   184542.258     1212.764 -2294309.173   266109.613    43488.635       27.510       55.435     7267.234       18.831      265.000   116226.000       36.000     2707.000       25.000      157.000       98.000        0.000       67.474        0.000        8.997       20.069        3.460        0.000        3.459        3.476        4.355
   50500.000 -1613709.716   144484.510    86877.526   184761.811     1194.713 -2296250.985   265222.709    42374.896       27.521       55.421     7309.604       19.122      259.000   116320.000       37.000     2698.000       34.000      168.000      101.000        0.000       67.128        0.000        6.920       24.394        1.557        0.000        3.512        3.528        4.352
   50600.000 -1614724.671   142951.714    86179.621   185212.495     1103.425 -2297009.008   266837.083    43108.467       27.470       55.408     7182.383       18.810      269.000   116656.000       35.000     2679.000       42.000      166.000       96.000        0.000       65.225        0.000       11.073       23.010        0.692        0.000        3.516        3.531        4.349
   50700.000 -1613037.072   143018.853    86957.911   185333.108     1134.601 -2296510.199   267028.653    43180.621       27.497       55.398     7202.859       18.667      265.000   116528.000       36.000     2727.000       29.000      174.000      101.000        0.000       65.052        0.000       12.457       20.242        2.249        0.000        3.666        3.681        4.368
   50800.000 -1614942.364   142361.665    86868.560   185518.109     1115.028 -2298319.274   267513.548    43437.119       27.470       55.431     7248.998       18.688      267.000   116654.000       39.000     2745.000       42.000      170.000      101.000        0.000       67.128        0.000        7.612       23.702        1.557        0.000        3.533        3.549        4.275
   50900.000 -1612955.047   141595.942    86168.669   185517.863     1189.764 -2292484.064   265056.778    43470.980       27.560       55.439     7198.611       18.894      260.000   116146.000       29.000     2702.000       36.000      170.000      100.000        0.000       64.187        0.000       10.381       23.010        2.422        0.000        3.500        3.512        4.325
   51000.000 -1614492.886   143863.701    86359.439   185393.394     1122.179 -2294449.311   263217.711    43736.158       27.563       55.469     7294.829       18.787      261.000   116368.000       36.000     2660.000       38.000      167.000      104.000        0.000       69.031        0.000        9.689       20.588        0.692        0.000        3.601        3.620        4.382
   51100.000 -1613683.300   144769.198    85988.288   185102.284     1218.422 -2292764.424   262002.933    43277.124       27.592       55.440     7222.919       18.518      260.000   116350.000       33.000     2677.000       44.000      164.000      102.000        0.000       66.263        0.000        9.689       21.799        2.249        0.000        3.437        3.454        4.213
   51200.000 -1613627.023   142947.125    87176.383   185341.944     1158.144 -2294250.034   263999.415    42584.367       27.448       55.406     7113.860       18.607      254.000   116246.000       30.000     2669.000       42.000      190.000      105.000        0.000       67.474        0.000        7.612       23.529        1.384        0.000        3.339        3.352        4.173
   51300.000 -1615502.945   142135.505    86340.075   184882.152     1118.121 -2296444.593   266465.796    42181.022       27.450       55.402     7204.516       18.742      271.000   116294.000       31.000     2701.000       27.000      187.000      104.000        0.000       66.955        0.000       10.381       20.415        2.249        0.000        3.392        3.408        4.198
   51400.000 -1613765.891   141554.438    86872.699   184975.365     1128.847 -2299415.537   271118.296    43039.706       27.331       55.433     7151.537       18.927      266.000   116688.000       29.000     2740.000       33.000      180.000      101.000        0.000       67.128        0.000        7.612       23.010        2.249        0.000        3.238        3.255        4.062
   51500.000 -1613664.723   142886.535    87040.440   185287.746     1210.657 -2295761.302   265671.201    43450.606       27.289       55.435     7215.609       18.700      257.000   115998.000       31.000     2732.000       21.000      194.000      107.000        0.000       68.512        0.000        9.689       20.242        1.557        0.000        3.372        3.388        4.130
   51600.000 -1614028.081   143101.207    87090.936   185584.965     1157.842 -2299398.242   268435.212    42867.697       27.386       55.462     7177.899       18.781      268.000   116376.000       28.000     2695.000       32.000      178.000       99.000        0.000       66.090        0.000        9.689       21.799        2.422        0.000        3.509        3.521        4.266
   51700.000 -1612058.718   142788.320    87001.233   185353.889     1111.253 -2292677.787   264364.373    42199.903       27.461       55.413     7099.311       18.924      249.000   116090.000       25.000     2655.000       24.000      162.000      100.000        0.000       67.301        0.000        8.304       21.972        2.422        0.000        3.598        3.615        4.359
   51800.000 -1614004.802   143750.325    85777.635   185582.784     1157.647 -2296090.515   265817.322    43663.823       27.511       55.443     7322.072       19.141      251.000   116100.000       28.000     2638.000       26.000      186.000      108.000        0.000       67.128        0.000        8.997       22.318        1.557        0.000        3.574        3.592        4.320
   51900.000 -1612489.412   144995.886    86209.883   184914.670     1157.725 -2293323.769   263556.193    43027.818       27.592       55.466     7266.016       18.925      255.000   116212.000       25.000     2691.000       27.000      175.000      100.000        0.000       65.917        0.000       11.765       19.896        2.422        0.000        3.425        3.439        4.214
   52000.000 -1615075.455   143428.979    86212.192   185164.581     1162.977 -2299860.399   268816.216    42950.373       27.590       55.400     7194.186       19.187      260.000   116340.000       27.000     2692.000       40.000      174.000      100.000        0.000       64.360        0.000       11.765       23.010        0.865        0.000        3.337        3.354        4.196
   52100.000 -1615186.959   143246.416    86111.627   184692.356     1174.320 -2294135.200   263723.522    42647.285       27.639       55.431     7212.743       19.004      264.000   116518.000       26.000     2675.000       28.000      173.000      105.000        0.000       64.879        0.000       12.457       21.799        0.865        0.000        3.726        3.739        4.499
   52200.000 -1613079.768   141644.676    86453.562   185721.875     1136.847 -2292059.656   264022.928    42852.885       27.590       55.456     7281.410       18.976      262.000   116154.000       27.000     2728.000       25.000      180.000      108.000        0.000       69.550        0.000        7.612       21.280        1.557        0.000        3.327        3.339        4.232
   52300.000 -1612611.455   141985.982    85990.566   185239.560     1215.611 -2292498.965   265455.791    43460.958       27.472       55.445     7274.279       18.899      266.000   116018.000       30.000     2750.000       26.000      177.000      116.000        0.000       64.187        0.000       11.765       22.491        1.557        0.000        3.228        3.246        4.062
   52400.000 -1613390.124   145232.569    87672.142   184672.013     1162.315 -2294369.119   262239.957    43025.054       27.487       55.461     7275.912       18.879      263.000   116470.000       34.000     2708.000       31.000      197.000      108.000        0.000       68.166        0.000       12.457       19.377        0.000        0.000        3.302        3.317        4.146
   52500.000 -1614345.896   143857.552    86070.813   184935.190     1144.393 -2297791.588   267437.743    42440.607       27.504       55.431     7290.210       18.698      268.000   116284.000       30.000     2703.000       31.000      176.000      103.000        0.000       67.301        0.000       10.381       20.761        1.557        0.000        3.355        3.372        4.157
   52600.000 -1614499.433   144013.101    87320.066   184903.964     1168.316 -2297536.863   265631.983    42760.364       27.482       55.428     7343.891       18.732      268.000   116436.000       30.000     2610.000       32.000      185.000      108.000        0.000       65.744        0.000       11.073       21.626        1.557        0.000        3.247        3.260        4.039
   52700.000 -1612939.751   144449.845    86754.426   185125.040     1186.185 -2293761.631   263306.384    42911.058       27.499       55.421     7261.234       18.869      258.000   116376.000       30.000     2671.000       33.000      186.000      108.000        0.000       67.301        0.000        9.689       20.934        2.076        0.000        3.322        3.342        4.052
   52800.000 -1614892.848   142822.093    86373.290   184986.224     1187.314 -2297516.091   267254.322    43090.785       27.419       55.440     7268.766       19.006      254.000   116356.000       29.000     2665.000       31.000      177.000      101.000        0.000       66.782        0.000       14.533       17.993        0.692        0.000        3.336        3.352        4.140
   52900.000 -1613964.598   144728.983    86733.437   184693.276     1078.850 -2294442.726   263243.581    42653.367       27.575       55.431     7241.303       19.057      264.000   116224.000       32.000     2682.000       26.000      184.000      103.000        0.000       65.398        0.000       11.073       20.934        2.595        0.000        3.337        3.354        4.122
   53000.000 -1612479.061   143738.593    86137.737   185177.390     1159.449 -2295629.868   266937.638    43303.568       27.599       55.393     7124.110       18.900      259.000   116356.000       29.000     2719.000       30.000      187.000      113.000        0.000       66.782        0.000        8.997       21.280        2.941        0.000        3.616        3.630        4.263
   53100.000 -1614516.083   144148.063    86710.974   184903.517     1059.632 -2296832.735   265494.467    43171.136       27.526       55.449     7284.715       18.896      257.000   116372.000       29.000     2662.000       29.000      169.000      109.000        0.000       62.976        0.000       13.841       22.491        0.692        0.000        3.427        3.440        4.118
   53200.000 -1612999.134   142454.294    87284.729   185513.583     1143.166 -2294541.035   265146.129    43152.148       27.663       55.423     7323.596       19.016      269.000   116530.000       27.000     2637.000       34.000      183.000      104.000        0.000       64.533        0.000       13.841       19.204        2.422        0.000        3.571        3.586        4.221
   53300.000 -1614034.319   142919.612    86891.683   185278.045     1186.522 -2298141.371   267831.190    43286.922       27.563       55.437     7359.441       18.915      254.000   116178.000       27.000     2768.000       30.000      200.000      108.000        0.000       66.436        0.000       11.765       21.799        0.000        0.000        3.591        3.607        4.280
   53400.000 -1614874.767   144837.641    87050.696   184668.868     1239.431 -2296666.156   263994.752    43375.372       27.514       55.472     7317.227       19.096      253.000   116624.000       31.000     2674.000       35.000      161.000      108.000        0.000       67.474        0.000        9.689       21.972        0.865        0.000        3.753        3.767        4.509
   53500.000 -1615203.520   142621.189    85719.563   184862.127     1175.845 -2293063.098   263480.854    42770.838       27.575       55.410     7342.397       19.246      265.000   116388.000       28.000     2721.000       39.000      184.000       99.000        0.000       65.052        0.000       10.381       21.626        2.941        0.000        3.854        3.867        4.616
   53600.000 -1614704.395   144917.121    86140.192   185106.033     1111.996 -2298651.017   266671.281    43171.438       27.581       55.424     7312.975       19.109      255.000   116512.000       28.000     2659.000       36.000      180.000       96.000        0.000       66.782        0.000       13.149       19.204        0.865        0.000        3.820        3.833        4.549
   53700.000 -1614024.827   142856.569    85839.592   185032.658     1146.818 -2295504.523   266604.059    42755.609       27.527       55.423     7308.752       19.003      268.000   116386.000       32.000     2645.000       33.000      175.000       98.000        0.000       61.765        0.000       12.457       23.356        2.422        0.000        3.699        3.711        4.409
   53800.000 -1613941.309   144444.555    86905.508   185114.813     1151.948 -2295605.242   264047.109    42606.075       27.528       55.407     7301.952       18.906      264.000   116108.000       28.000     2690.000       23.000      180.000       96.000        0.000       67.474        0.000        9.689       21.280        1.557        0.000        3.521        3.537        4.350
   53900.000 -1614614.246   141340.918    87641.137   185177.366     1162.314 -2296365.064   266429.083    42943.522       27.474       55.430     7361.017       18.573      275.000   116386.000       31.000     2708.000       33.000      177.000       91.000        0.000       68.166        0.000        8.304       22.837        0.692        0.000        3.609        3.625        4.351
   54000.000 -1614723.512   143971.307    87395.751   184650.325     1272.189 -2295795.760   263782.677    42749.455       27.631       55.375     7371.263       18.636      265.000   116240.000       35.000     2582.000       37.000      159.000       90.000        0.000       66.955        0.000       10.381       20.588        2.076        0.000        3.512        3.522        4.351
   54100.000 -1614499.072   142116.776    86176.544   185007.438     1200.871 -2296483.110   267482.409    43169.136       27.547       55.391     7234.399       18.483      265.000   116514.000       32.000     2666.000       30.000      163.000       93.000        0.000       67.647        0.000       11.073       20.415        0.865        0.000        3.389        3.399        4.163
   54200.000 -1613109.946   143189.284    87028.766   184691.412     1031.189 -2291427.112   262376.514    43294.905       27.731       55.446     7266.356       18.406      269.000   116432.000       38.000     2600.000       34.000      172.000       97.000        0.000       63.322        0.000       10.381       24.048        2.249        0.000        3.468        3.482        4.185
   54300.000 -1614925.765   145634.396    86594.863   184703.874     1121.791 -2298182.292   265201.604    43382.672       27.660       55.466     7257.178       18.611      263.000   116440.000       32.000     2648.000       36.000      174.000      106.000        0.000       62.976        0.000       13.149       21.626        2.249        0.000        3.465        3.481        4.167
