	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
    9400.000 -1614426.780   143039.804    86516.112   184861.569     1148.655 -2297662.353   267669.433    43047.636       27.586       55.463     7232.383       18.390      283.000   116198.000       30.000     2760.000       23.000      147.000       83.000        0.000       65.571        0.000        8.997       22.837        2.595        0.000        3.416        3.425        3.974
    9500.000 -1613244.871   142595.035    86583.694   185457.380     1191.206 -2293725.681   264653.496    42895.596       27.785       55.448     7218.462       18.388      269.000   116032.000       32.000     2750.000       37.000      153.000       87.000        0.000       67.301        0.000        8.304       22.837        1.557        0.000        3.765        3.775        4.158
    9600.000 -1614579.335   143507.955    87182.331   185025.099     1207.543 -2298124.682   266622.419    42994.431       27.669       55.418     7229.763       18.579      268.000   116224.000       27.000     2786.000       38.000      139.000       83.000        0.000       63.841        0.000        8.997       24.913        2.249        0.000        3.704        3.714        4.192
    9700.000 -1613517.118   142826.592    85922.760   185291.277     1111.236 -2294797.229   266128.245    41872.113       27.664       55.394     7193.393       18.505      267.000   116058.000       27.000     2582.000       27.000      151.000       76.000        0.000       64.879        0.000        9.689       22.318        3.114        0.000        3.906        3.918        4.357
    9800.000 -1612408.676   142076.503    86000.671   185767.233     1151.013 -2292431.572   265027.476    42969.089       27.694       55.437     7272.003       18.320      255.000   116016.000       23.000     2715.000       27.000      148.000       79.000        0.000       64.706        0.000       11.765       21.107        2.422        0.000        3.453        3.468        4.044
    9900.000 -1613483.331   142831.631    87115.547   185325.242     1123.344 -2296618.372   266739.278    43351.140       27.648       55.404     7305.708       18.497      270.000   116134.000       20.000     2638.000       22.000      146.000       71.000        0.000       67.647        0.000       10.381       21.107        0.865        0.000        3.259        3.268        3.915
   10000.000 -1613468.955   142417.361    85899.087   185289.270     1176.233 -2294576.437   266325.530    43573.711       27.462       55.433     7196.907       18.927      280.000   116052.000       25.000     2631.000       21.000      148.000       82.000        0.000       64.360        0.000       13.149       21.107        1.384        0.000        3.236        3.246        3.962
   10100.000 -1613240.244   144478.673    86872.483   185240.525     1148.513 -2294764.538   263784.101    43758.884       27.656       55.424     7226.818       18.915      245.000   116268.000       26.000     2634.000       22.000      156.000       76.000        0.000       66.436        0.000        7.612       21.107        4.844        0.000        3.464        3.477        4.114
   10200.000 -1614245.587   144432.495    86282.237   185169.370     1128.772 -2299288.261   268029.800    42238.422       27.730       55.409     7285.374       18.838      264.000   116460.000       23.000     2656.000       30.000      158.000       77.000        0.000       65.571        0.000        8.304       22.837        3.287        0.000        3.638        3.652        4.232
   10300.000 -1614343.540   145529.881    86483.370   185137.386     1174.877 -2297196.374   264527.320    42121.010       27.781       55.425     7425.079       19.074      279.000   116354.000       24.000     2610.000       26.000      143.000       80.000        0.000       65.052        0.000       11.765       20.934        2.249        0.000        3.675        3.690        4.367
   10400.000 -1615833.596   143682.384    86163.857   185149.575     1143.917 -2297519.828   265546.499    42528.393       27.701       55.397     7448.016       18.840      264.000   116212.000       25.000     2744.000       24.000      166.000       80.000        0.000       65.225        0.000       10.381       22.491        1.903        0.000        3.674        3.683        4.365
   10500.000 -1615067.814   143560.331    86247.308   185181.637     1162.234 -2293294.237   262074.911    42103.969       27.704       55.417     7351.616       18.619      270.000   116312.000       27.000     2657.000       31.000      164.000       76.000        0.000       64.014        0.000       11.765       22.491        1.730        0.000        3.788        3.802        4.355
   10600.000 -1614699.656   144991.119    86646.676   185085.737     1114.885 -2297810.127   265272.054    43202.069       27.558       55.442     7364.662       18.971      282.000   116200.000       25.000     2636.000       24.000      152.000       84.000        0.000       63.841        0.000       12.457       22.145        1.557        0.000        3.522        3.535        4.249
   10700.000 -1612269.922   144063.529    86973.148   185659.894     1144.425 -2293054.698   262943.781    42328.045       27.482       55.431     7253.975       18.677      274.000   116082.000       26.000     2650.000       36.000      152.000       84.000        0.000       65.398        0.000        9.689       22.318        2.595        0.000        3.377        3.390        4.090
   10800.000 -1614912.524   142830.635    86671.807   184892.026     1158.770 -2299460.470   268994.706    43286.720       27.456       55.434     7303.463       18.948      277.000   116204.000       23.000     2659.000       18.000      146.000       81.000        0.000       65.744        0.000       10.381       21.453        2.422        0.000        3.300        3.311        4.056
   10900.000 -1612188.869   141896.654    87649.586   185325.564     1082.074 -2295951.826   267809.079    43369.912       27.702       55.408     7335.532       18.775      270.000   116108.000       27.000     2720.000       35.000      140.000       82.000        0.000       63.668        0.000        7.612       24.394        4.325        0.000        3.678        3.690        4.239
   11000.000 -1613111.639   142428.914    86681.272   185198.551     1110.497 -2294120.126   265589.252    43361.420       27.520       55.416     7391.770       19.013      267.000   115892.000       22.000     2631.000       18.000      149.000       82.000        0.000       67.647        0.000        8.304       21.799        2.249        0.000        3.441        3.459        4.055
   11100.000 -1613837.583   141192.010    86622.090   185027.875     1196.992 -2296933.073   269056.521    43891.792       27.609       55.383     7338.391       19.112      277.000   116388.000       24.000     2677.000       18.000      159.000       81.000        0.000       66.090        0.000        8.997       22.664        2.249        0.000        3.570        3.585        4.222
   11200.000 -1613982.622   147207.827    87314.860   184970.749     1117.829 -2295639.439   261045.551    42326.741       27.602       55.456     7331.931       18.967      273.000   116094.000       21.000     2617.000       26.000      141.000       84.000        0.000       63.149        0.000       11.765       23.183        1.903        0.000        3.855        3.871        4.411
   11300.000 -1612935.332   147821.081    86472.463   184914.892     1159.925 -2295141.139   261837.446    43336.121       27.670       55.454     7282.521       18.846      263.000   116206.000       26.000     2669.000       21.000      165.000       89.000        0.000       62.976        0.000        8.304       26.298        2.422        0.000        3.797        3.812        4.349
   11400.000 -1613614.558   142950.528    86247.598   185106.258     1033.656 -2296097.381   267144.782    42999.188       27.394       55.418     7356.890       18.904      268.000   116176.000       28.000     2654.000       21.000      148.000       84.000        0.000       66.090        0.000       11.765       19.723        2.422        0.000        3.361        3.373        3.931
