	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
   75500.000 -1558090.815   141923.392    85285.558   185176.258     1124.301 -2233283.968   261683.644    42370.532       27.337       55.353     7746.991       21.280      283.000   115868.000       32.000     2561.000       27.000      148.000       81.000        0.000       64.706        0.000        8.997       23.183        3.114        0.000        2.936        2.947        5.064
   75600.000 -1558112.975   143814.182    84972.847   185109.913     1112.672 -2231516.728   258394.140    42345.898       27.407       55.409     7763.466       21.506      291.000   115934.000       31.000     2591.000       22.000      149.000       82.000        0.000       63.841        0.000       11.765       21.107        3.287        0.000        2.733        2.742        5.061
   75700.000 -1555248.610   141491.141    85645.606   185048.656     1156.656 -2230811.732   262221.062    43475.250       27.378       55.401     7875.862       21.545      293.000   115844.000       30.000     2612.000       20.000      181.000       73.000        0.000       64.706        0.000        8.997       24.394        1.903        0.000        2.923        2.937        5.069
   75800.000 -1556529.252   143496.717    85173.082   185047.181     1183.008 -2229986.119   258556.879    41653.070       27.399       55.400     7781.569       21.493      278.000   115786.000       32.000     2567.000       18.000      135.000       79.000        0.000       59.689        0.000       12.457       23.875        3.979        0.000        2.977        2.993        5.152
   75900.000 -1555810.064   141623.787    85653.174   185186.963     1156.707 -2230575.002   261144.307    42173.391       27.456       55.334     7825.214       21.648      275.000   115880.000       31.000     2675.000       15.000      155.000       76.000        0.000       65.225        0.000        8.997       23.702        2.076        0.000        3.106        3.116        5.313
   76000.000 -1558156.977   144016.075    85619.786   185092.614     1042.036 -2231351.478   257423.991    42097.563       27.457       55.399     7895.272       21.687      282.000   115854.000       25.000     2542.000       20.000      132.000       74.000        0.000       65.917        0.000        9.689       21.799        2.595        0.000        3.064        3.073        5.226
   76100.000 -1557304.838   142581.862    86165.685   185030.364     1169.269 -2231002.768   258750.750    43021.195       27.532       55.422     7911.005       22.286      286.000   115826.000       30.000     2588.000       21.000      161.000       77.000        0.000       64.879        0.000        5.536       26.298        3.287        0.000        2.955        2.966        5.376
   76200.000 -1557199.043   144934.725    86277.633   184604.728     1048.737 -2230131.817   256066.952    42405.598       27.327       55.419     7909.134       22.849      274.000   115746.000       27.000     2564.000       28.000      158.000       76.000        0.000       66.090        0.000        9.689       23.010        1.211        0.000        2.533        2.545        5.393
   76300.000 -1556998.991   147191.488    86024.616   184101.393     1091.825 -2231780.939   256372.626    42234.510       27.472       55.405     7900.874       22.712      285.000   115988.000       31.000     2510.000       15.000      158.000       73.000        0.000       65.571        0.000        9.689       22.491        2.249        0.000        2.881        2.889        5.508
   76400.000 -1557201.842   139268.401    85342.335   184829.489     1163.648 -2233602.630   265796.915    42878.782       27.476       55.395     7904.221       22.744      292.000   115950.000       32.000     2593.000       22.000      162.000       79.000        0.000       66.609        0.000        7.612       23.183        2.595        0.000        2.836        2.847        5.464
   76500.000 -1556431.171   142874.393    85684.852   184670.687     1108.575 -2229871.882   259102.205    41749.528       27.371       55.394     7868.937       22.376      291.000   115904.000       28.000     2578.000       24.000      158.000       83.000        0.000       69.031        0.000        5.536       23.529        1.903        0.000        2.758        2.767        5.332
   76600.000 -1555248.513   141165.428    85740.447   185150.199     1127.565 -2232531.195   264099.043    42005.513       27.429       55.373     7850.772       22.445      302.000   115504.000       28.000     2611.000       26.000      153.000       82.000        0.000       66.090        0.000        6.228       25.260        2.422        0.000        2.764        2.780        5.382
   76700.000 -1557939.499   143333.691    86226.504   184483.694     1134.999 -2231184.061   258065.675    42267.995       27.357       55.419     7810.999       23.261      297.000   116064.000       29.000     2546.000       27.000      152.000       86.000        0.000       67.474        0.000        8.304       23.529        0.692        0.000        2.914        2.929        5.699
   76800.000 -1555911.594   142913.563    85662.030   185069.463     1084.928 -2229463.707   258822.129    42876.082       27.455       55.403     7868.785       23.458      286.000   115678.000       26.000     2668.000       16.000      176.000       85.000        0.000       66.263        0.000        8.997       23.010        1.730        0.000        2.749        2.761        5.776
   76900.000 -1556710.250   143975.204    85854.721   184669.561     1143.130 -2231114.306   258761.439    42811.643       27.530       55.432     7924.817       23.479      291.000   115946.000       35.000     2537.000       22.000      147.000       86.000        0.000       68.166        0.000        6.920       23.529        1.384        0.000        2.859        2.872        5.740
   77000.000 -1557389.479   143366.913    85494.731   185060.015     1133.428 -2233921.486   261476.920    42331.952       27.523       55.358     8089.101       23.687      291.000   115990.000       34.000     2622.000       34.000      150.000       86.000        0.000       69.031        0.000        6.228       23.183        1.557        0.000        2.952        2.961        5.807
   77100.000 -1557396.200   138804.454    86488.829   185069.592     1072.245 -2232497.051   263665.732    42316.456       27.551       55.389     7943.078       22.915      303.000   116176.000       35.000     2590.000       21.000      162.000       88.000        0.000       65.917        0.000        9.689       24.394        0.000        0.000        3.065        3.078        5.748
   77200.000 -1556819.259   140247.120    86159.251   184659.521     1143.785 -2231002.706   261973.770    42617.259       27.439       55.352     7950.840       23.524      289.000   115736.000       40.000     2654.000       17.000      168.000       84.000        0.000       70.588        0.000        6.920       22.491        0.000        0.000        2.977        2.988        5.843
   77300.000 -1555820.532   142410.895    85976.353   184740.488     1189.700 -2230363.394   260225.427    42845.342       27.515       55.411     8091.009       23.126      286.000   115838.000       34.000     2614.000       16.000      171.000       91.000        0.000       68.512        0.000        7.612       23.183        0.692        0.000        3.232        3.245        5.869
   77400.000 -1557782.069   142840.938    85703.186   184407.791     1150.575 -2233393.427   261508.869    42601.368       27.393       55.365     8065.030       23.081      323.000   116230.000       33.000     2625.000       19.000      168.000       89.000        0.000       67.301        0.000        9.689       23.010        0.000        0.000        2.990        2.993        5.729
   77500.000 -1556398.496   141578.190    85746.942   185175.749     1146.835 -2232052.857   262006.645    43441.028       27.401       55.402     8266.688       23.446      285.000   115644.000       31.000     2656.000       16.000      150.000       70.000        0.000       66.955        0.000        8.997       23.356        0.692        0.000        2.945        2.958        5.701
   77600.000 -1558018.135   143039.305    86815.836   184370.431     1177.959 -2232120.142   258698.475    41843.579       27.434       55.429     8244.792       23.466      293.000   116084.000       33.000     2599.000       28.000      147.000       79.000        0.000       68.858        0.000        8.304       22.837        0.000        0.000        2.955        2.967        5.742
   77700.000 -1556122.391   143845.643    86583.515   184513.721     1173.332 -2228920.947   256682.344    41685.268       27.628       55.376     8174.278       22.760      285.000   115730.000       32.000     2522.000       31.000      153.000       80.000        0.000       67.474        0.000        8.997       22.837        0.692        0.000        3.313        3.323        5.825
   77800.000 -1556925.579   145143.168    86201.804   184382.531     1078.937 -2228955.500   255223.482    43160.959       27.556       55.458     8157.119       22.896      306.000   116080.000       40.000     2563.000       27.000      160.000       86.000        0.000       68.858        0.000        9.689       20.761        0.692        0.000        3.134        3.145        5.727
   77900.000 -1556995.739   143372.647    86702.075   184006.433     1210.461 -2228924.990   256637.635    42724.117       27.499       55.403     8164.755       22.926      302.000   115788.000       28.000     2638.000       18.000      175.000       86.000        0.000       67.301        0.000       10.381       22.318        0.000        0.000        3.064        3.067        5.739
   78000.000 -1557797.707   142687.600    86396.416   184606.704     1124.141 -2230716.985   258104.418    42416.519       27.409       55.437     8084.205       22.510      290.000   115948.000       32.000     2599.000       27.000      164.000       83.000        0.000       65.744        0.000        9.689       24.567        0.000        0.000        3.204        3.207        5.668
   78100.000 -1556206.531   143471.445    86168.149   184367.557     1163.423 -2229826.724   258449.618    42315.919       27.509       55.381     8204.114       22.437      307.000   115722.000       31.000     2600.000       22.000      164.000       79.000        0.000       67.301        0.000        9.689       21.453        1.557        0.000        2.981        2.996        5.551
   78200.000 -1556114.288   143835.797    86161.082   184342.817     1165.024 -2230706.684   259087.675    42556.016       27.540       55.401     8064.843       22.107      299.000   115804.000       31.000     2602.000       22.000      150.000       79.000        0.000       65.571        0.000       13.149       19.896        1.384        0.000        3.376        3.386        5.699
   78300.000 -1555795.000   145345.201    85913.865   184399.301     1064.478 -2228177.169   255659.325    42268.585       27.613       55.398     8158.492       22.916      295.000   115656.000       33.000     2552.000       20.000      171.000       81.000        0.000       66.609        0.000        8.304       22.664        2.422        0.000        3.211        3.222        5.827
   78400.000 -1557443.382   143016.804    86637.389   184648.372     1143.132 -2234042.642   261153.563    42512.150       27.600       55.401     8081.581       23.663      304.000   115856.000       31.000     2572.000       27.000      169.000       70.000        0.000       64.360        0.000       10.381       23.010        2.249        0.000        3.237        3.251        6.177
   78500.000 -1556398.360   140363.727    85132.666   184863.404     1127.874 -2231125.365   263239.336    43350.094       27.411       55.354     8209.228       23.329      291.000   115880.000       30.000     2592.000       27.000      149.000       83.000        0.000       67.301        0.000        8.997       22.145        1.557        0.000        2.984        2.995        6.000
   78600.000 -1557933.219   140346.281    86454.439   184731.390     1072.264 -2233486.197   262948.604    42880.775       27.483       55.355     8084.912       23.156      295.000   116130.000       35.000     2582.000       23.000      170.000       72.000        0.000       67.820        0.000       10.381       21.799        0.000        0.000        3.142        3.155        6.085
   78700.000 -1559153.721   144738.325    86593.986   184440.012     1179.542 -2233571.067   257465.482    42411.915       27.577       55.433     8113.857       23.627      288.000   116244.000       28.000     2610.000       27.000      158.000       80.000        0.000       63.322        0.000       11.073       24.048        1.557        0.000        3.219        3.228        6.130
   78800.000 -1557250.651   143712.888    85572.746   185171.421     1093.152 -2236077.265   263276.407    42727.890       27.393       55.376     8021.235       22.655      286.000   115918.000       28.000     2700.000       30.000      176.000       82.000        0.000       65.398        0.000       10.381       24.221        0.000        0.000        3.038        3.046        5.691
   78900.000 -1558167.119   141217.570    86501.745   184947.698     1052.082 -2233369.219   261483.006    43341.028       27.369       55.402     8059.782       22.796      294.000   116340.000       31.000     2681.000       16.000      164.000       77.000        0.000       67.474        0.000        9.689       22.145        0.692        0.000        2.977        2.989        5.671
   79000.000 -1556621.566   143931.818    86461.644   184202.160     1148.291 -2230780.604   258415.125    42708.713       27.317       55.415     8038.570       22.413      291.000   115660.000       25.000     2610.000       21.000      157.000       76.000        0.000       65.571        0.000        9.689       24.740        0.000        0.000        3.297        3.304        5.767
   79100.000 -1556404.313   143461.731    85327.982   184770.298     1129.188 -2232036.563   260943.051    43380.343       27.284       55.392     8007.322       22.813      295.000   115652.000       36.000     2631.000       21.000      167.000       73.000        0.000       65.052        0.000        8.997       24.567        1.384        0.000        2.950        2.963        5.884
   79200.000 -1558045.294   141066.798    86691.130   184720.585     1092.234 -2234867.290   263251.249    42523.365       27.328       55.361     8087.743       22.878      296.000   116056.000       34.000     2648.000       25.000      176.000       81.000        0.000       64.187        0.000        8.997       23.875        2.941        0.000        2.838        2.850        5.821
   79300.000 -1556881.347   144348.799    85929.606   184509.761     1150.566 -2229945.671   257125.592    42893.170       27.334       55.404     8046.556       22.144      292.000   115848.000       34.000     2647.000       24.000      181.000       77.000        0.000       65.571        0.000        9.689       22.664        2.076        0.000        2.918        2.928        5.597
   79400.000 -1557267.220   140328.535    86039.382   184813.284     1077.529 -2237270.391   267744.441    42517.677       27.236       55.384     8165.231       22.628      297.000   116126.000       28.000     2631.000       17.000      154.000       74.000        0.000       63.841        0.000        9.689       24.913        1.557        0.000        2.728        2.740        5.709
   79500.000 -1557611.630   141675.711    85828.468   184323.182     1090.654 -2231840.563   261310.918    42972.524       27.355       55.405     8086.590       22.256      287.000   116224.000       37.000     2621.000       34.000      170.000       74.000        0.000       68.339        0.000        7.612       21.799        2.249        0.000        2.714        2.725        5.776
   79600.000 -1558217.850   142515.079    85167.035   184306.689     1167.159 -2230461.105   259087.293    42315.431       27.339       55.381     8032.716       22.340      281.000   115838.000       24.000     2589.000       21.000      153.000       78.000        0.000       66.955        0.000        8.997       22.491        1.557        0.000        3.010        3.016        5.870
   79700.000 -1557365.710   142747.941    85001.911   184601.180     1095.345 -2230616.971   259804.884    43418.899       27.337       55.372     7946.786       22.425      306.000   116134.000       35.000     2597.000       19.000      136.000       81.000        0.000       67.301        0.000        8.997       20.761        2.941        0.000        3.242        3.249        5.959
   79800.000 -1557389.790   144995.935    85894.340   184403.658     1159.289 -2231599.591   257756.579    41547.669       27.359       55.399     7846.995       23.220      286.000   116076.000       28.000     2553.000       19.000      174.000       78.000        0.000       67.474        0.000        8.997       23.529        0.000        0.000        3.026        3.035        6.135
   79900.000 -1558533.690   145186.930    84800.658   183872.461     1160.183 -2230785.569   257231.646    42393.254       27.362       55.391     8023.027       24.093      284.000   115894.000       26.000     2527.000       29.000      159.000       77.000        0.000       67.647        0.000        7.612       22.491        2.249        0.000        3.139        3.148        6.403
   80000.000 -1556805.887   142444.556    85678.814   184624.619     1094.320 -2231451.058   260802.862    42432.545       27.440       55.400     8032.343       24.545      289.000   115724.000       34.000     2496.000       23.000      157.000       77.000        0.000       67.301        0.000        7.612       23.529        1.557        0.000        2.992        3.001        6.384
   80100.000 -1559081.465   142333.469    85623.563   185056.542     1125.574 -2234417.173   261196.560    42485.068       27.590       55.374     7992.620       23.957      299.000   116186.000       31.000     2498.000       18.000      154.000       76.000        0.000       66.782        0.000        8.304       22.664        2.249        0.000        3.453        3.465        6.500
   80200.000 -1558534.643   142884.956    86869.775   184769.761     1147.348 -2234427.943   260221.460    43110.980       27.527       55.397     8088.872       25.330      286.000   116148.000       29.000     2542.000       28.000      167.000       90.000        0.000       65.225        0.000        9.689       23.529        1.557        0.000        3.316        3.330        6.649
   80300.000 -1556973.127   141282.220    86278.917   184521.616     1067.648 -2232490.618   262367.091    43305.642       27.463       55.372     8333.098       25.403      287.000   116060.000       28.000     2610.000       25.000      161.000       79.000        0.000       67.647        0.000        8.997       21.626        1.730        0.000        2.926        2.942        6.770
   80400.000 -1555530.219   140699.871    86765.944   185040.424     1079.989 -2230871.854   261755.407    43160.410       27.562       55.364     8237.280       25.586      303.000   115986.000       32.000     2574.000       21.000      146.000       85.000        0.000       68.858        0.000        8.304       21.972        0.865        0.000        3.269        3.283        6.882
   80500.000 -1556885.025   141035.253    86329.241   184864.849     1081.300 -2232012.468   261816.800    43406.767       27.527       55.325     8198.893       25.406      289.000   115902.000       32.000     2554.000       27.000      148.000       81.000        0.000       67.993        0.000        6.228       24.394        1.384        0.000        3.293        3.306        6.706
   80600.000 -1555414.485   144167.047    85890.847   184770.898     1169.572 -2229641.389   258228.540    42559.362       27.576       55.397     8229.021       24.725      293.000   115818.000       35.000     2549.000       21.000      135.000       76.000        0.000       64.533        0.000       10.381       22.664        2.422        0.000        3.486        3.501        6.902
   80700.000 -1556634.401   143899.970    85225.323   184953.182     1140.500 -2229854.651   258001.276    42813.698       27.643       55.407     8093.371       24.645      288.000   115746.000       29.000     2553.000       32.000      154.000       81.000        0.000       67.474        0.000        8.997       21.972        1.557        0.000        3.410        3.427        7.036
   80800.000 -1556782.353   143270.084    86225.718   184901.931     1105.809 -2232215.817   259929.922    43354.323       27.568       55.390     7986.104       24.882      311.000   116186.000       36.000     2516.000       29.000      153.000       77.000        0.000       65.917        0.000        8.304       24.913        0.865        0.000        3.326        3.339        7.149
   80900.000 -1557522.227   139914.586    85567.237   185179.437     1058.153 -2233495.435   264253.795    42733.359       27.462       55.369     8100.948       24.356      306.000   116080.000       32.000     2621.000       32.000      178.000       89.000        0.000       68.858        0.000       10.381       20.761        0.000        0.000        3.306        3.318        6.987
   81000.000 -1556126.710   146542.946    85465.344   185425.610     1151.440 -2231873.768   257161.718    42755.729       27.496       55.382     8053.636       24.852      286.000   115934.000       29.000     2559.000       28.000      165.000       83.000        0.000       68.166        0.000        8.304       22.837        0.692        0.000        3.162        3.174        6.929
   81100.000 -1556240.083   141515.838    85894.459   185068.108     1179.605 -2229575.215   259677.122    43588.649       27.671       55.361     8056.585       24.546      300.000   116342.000       31.000     2563.000       42.000      155.000       81.000        0.000       66.955        0.000        8.304       24.048        0.692        0.000        3.392        3.405        7.065
   81200.000 -1556629.167   146421.858    85460.458   184319.474     1158.550 -2230070.203   256080.696    42412.819       27.626       55.382     8022.925       25.171      277.000   115928.000       34.000     2534.000       30.000      148.000       75.000        0.000       68.339        0.000        6.920       23.183        1.557        0.000        3.298        3.308        7.126
   81300.000 -1557118.174   145455.872    86417.925   184082.935     1116.026 -2233469.650   259278.718    42281.450       27.718       55.398     8089.291       24.968      286.000   116172.000       38.000     2559.000       34.000      146.000       78.000        0.000       63.495        0.000       10.381       24.394        1.730        0.000        3.343        3.353        7.167
   81400.000 -1557979.859   143442.749    86328.597   184246.905     1080.562 -2231842.594   258763.922    42588.281       27.538       55.393     7995.347       25.067      289.000   115954.000       32.000     2593.000       27.000      164.000       82.000        0.000       66.263        0.000        6.920       23.010        3.806        0.000        3.093        3.105        6.794
   81500.000 -1558793.606   143001.071    86260.757   184420.647     1143.705 -2232449.011   258829.224    42679.321       27.595       55.361     8098.628       24.959      289.000   115952.000       30.000     2538.000       30.000      139.000       82.000        0.000       69.550        0.000        6.228       24.221        0.000        0.000        2.950        2.959        6.566
   81600.000 -1558351.516   141516.438    86363.691   184598.829     1085.260 -2235517.012   263601.278    42129.008       27.424       55.330     8231.363       25.953      296.000   116180.000       30.000     2611.000       27.000      159.000       82.000        0.000       69.031        0.000        6.920       23.183        0.865        0.000        2.825        2.834        6.722
   81700.000 -1558586.303   143104.161    85488.083   185072.892     1168.736 -2235070.605   261650.429    43337.002       27.342       55.401     8386.350       25.253      302.000   116336.000       30.000     2662.000       30.000      160.000       77.000        0.000       65.571        0.000        9.689       24.740        0.000        0.000        2.603        2.610        6.419
   81800.000 -1557651.741   141162.959    86052.905   183833.830     1140.517 -2227124.449   257282.496    42637.620       27.411       55.370     8254.420       25.032      301.000   116094.000       25.000     2633.000       22.000      176.000       84.000        0.000       70.069        0.000        4.152       22.664        3.114        0.000        2.857        2.866        6.542
   81900.000 -1555944.856   144564.073    85991.396   184002.920     1106.702 -2229174.808   257564.862    42685.691       27.384       55.419     8311.530       24.755      290.000   115670.000       27.000     2599.000       26.000      167.000       85.000        0.000       67.301        0.000        8.304       22.837        1.557        0.000        2.762        2.774        6.277
   82000.000 -1557227.600   142523.771    85905.919   184484.164     1118.333 -2229909.192   258649.405    42665.336       27.407       55.414     8406.579       24.409      306.000   115716.000       34.000     2544.000       23.000      161.000       84.000        0.000       70.588        0.000        8.304       20.415        0.692        0.000        2.809        2.822        6.182
   82100.000 -1555821.963   140683.997    85741.457   184075.456     1116.103 -2230895.413   263456.437    43181.327       27.476       55.413     8361.579       23.685      308.000   115684.000       37.000     2625.000       29.000      190.000       85.000        0.000       68.858        0.000        8.304       21.799        1.038        0.000        2.939        2.948        6.055
   82200.000 -1556971.175   142451.561    86557.107   184750.545     1181.732 -2229378.727   257466.607    42565.106       27.368       55.466     8420.331       23.884      293.000   115898.000       33.000     2622.000       32.000      160.000       82.000        0.000       66.263        0.000       12.457       20.588        0.692        0.000        2.738        2.748        6.103
   82300.000 -1557242.623   144447.018    85253.509   184573.826     1114.754 -2231536.703   258904.973    42762.935       27.445       55.403     8388.822       23.707      299.000   115846.000       33.000     2701.000       35.000      165.000       86.000        0.000       69.896        0.000        7.612       21.799        0.692        0.000        2.958        2.970        6.207
   82400.000 -1556103.878   140509.606    85683.832   185027.019     1105.416 -2230276.589   261846.837    42132.668       27.353       55.365     8265.004       24.447      289.000   115846.000       25.000     2570.000       26.000      155.000       89.000        0.000       66.955        0.000        8.997       22.491        1.557        0.000        2.769        2.782        6.390
   82500.000 -1556995.151   142954.739    85932.316   185267.924     1159.304 -2232172.503   259863.070    42514.903       27.230       55.421     8394.196       24.934      283.000   116038.000       32.000     2577.000       31.000      162.000       86.000        0.000       70.934        0.000        7.612       21.453        0.000        0.000        2.582        2.592        6.407
   82600.000 -1556150.366   139036.683    85678.325   184931.376     1181.706 -2230622.089   263643.633    43712.181       27.384       55.400     8410.194       25.065      291.000   116158.000       36.000     2598.000       31.000      166.000       83.000        0.000       67.301        0.000        8.997       23.010        0.692        0.000        2.688        2.698        6.533
   82700.000 -1555888.197   142542.998    85377.913   184876.706     1097.115 -2228961.155   259178.226    43185.260       27.395       55.404     8447.757       24.625      305.000   115648.000       35.000     2555.000       24.000      143.000       88.000        0.000       67.474        0.000        8.997       23.529        0.000        0.000        2.692        2.704        6.336
   82800.000 -1555306.712   142862.376    86404.533   184794.321     1156.965 -2230033.753   259508.845    42727.093       27.413       55.406     8398.706       24.558      297.000   115822.000       39.000     2555.000       28.000      159.000       75.000        0.000       66.090        0.000       11.765       21.453        0.692        0.000        2.888        2.895        6.435
   82900.000 -1555684.749   143632.828    86746.273   184361.384     1141.461 -2228354.381   256787.686    42767.695       27.386       55.410     8366.657       24.441      289.000   115884.000       32.000     2547.000       20.000      142.000       86.000        0.000       67.474        0.000       10.381       21.453        0.692        0.000        2.569        2.578        6.265
   83000.000 -1556145.750   144649.846    86544.052   184602.393     1172.793 -2229922.343   256807.509    42775.845       27.211       55.406     8352.567       23.996      302.000   115822.000       34.000     2555.000       28.000      152.000       79.000        0.000       67.647        0.000        7.612       23.183        1.557        0.000        2.630        2.640        6.325
   83100.000 -1558607.021   142234.140    86250.318   184784.097     1159.836 -2234663.585   261628.173    42681.001       27.387       55.404     8429.775       24.298      306.000   115892.000       31.000     2565.000       33.000      171.000       82.000        0.000       69.377        0.000        7.612       23.010        0.000        0.000        2.887        2.895        6.396
   83200.000 -1555934.313   144093.780    86030.866   184029.959     1059.586 -2228278.862   257130.358    42958.684       27.373       55.403     8358.260       24.420      312.000   115638.000       34.000     2645.000       26.000      143.000       79.000        0.000       69.896        0.000        6.920       23.183        0.000        0.000        2.737        2.742        6.497
   83300.000 -1556412.297   142849.498    86739.878   184926.641     1108.160 -2229798.351   257761.878    42671.974       27.409       55.409     8409.861       24.081      297.000   115874.000       30.000     2596.000       25.000      168.000       77.000        0.000       67.301        0.000        7.612       23.010        2.076        0.000        2.970        2.974        6.363
   83400.000 -1557092.770   142510.759    86215.299   184746.317     1182.560 -2233170.394   261422.689    43626.197       27.287       55.401     8547.600       24.168      298.000   116146.000       31.000     2615.000       23.000      153.000       69.000        0.000       69.723        0.000        8.997       21.280        0.000        0.000        2.875        2.884        6.370
   83500.000 -1556810.891   142954.762    86107.267   184761.053     1180.588 -2228534.064   256719.503    42558.937       27.479       55.440     8459.804       24.328      294.000   115678.000       34.000     2610.000       32.000      158.000       75.000        0.000       65.917        0.000       11.073       22.145        0.865        0.000        2.844        2.847        6.510
   83600.000 -1555774.699   141819.183    86402.120   184849.305     1193.256 -2231609.784   261571.221    42807.034       27.714       55.357     8408.375       23.599      301.000   115724.000       37.000     2530.000       29.000      180.000       75.000        0.000       69.550        0.000        7.612       22.145        0.692        0.000        3.325        3.333        6.323
   83700.000 -1558294.419   141719.638    85555.103   185326.283     1060.276 -2234642.548   262686.829    42601.894       27.552       55.373     8214.628       22.930      290.000   116288.000       35.000     2582.000       29.000      153.000       81.000        0.000       65.398        0.000       10.381       21.972        2.249        0.000        3.025        3.033        5.906
   83800.000 -1556536.159   143832.944    86905.280   184992.097     1171.128 -2232997.146   259559.538    42258.988       27.544       55.381     8406.415       22.443      287.000   115970.000       33.000     2587.000       29.000      165.000       78.000        0.000       67.820        0.000        9.689       21.626        0.865        0.000        3.073        3.078        5.710
   83900.000 -1556568.064   142463.163    86456.400   184764.687     1125.569 -2231529.010   260151.127    41860.944       27.542       55.380     8509.072       22.312      303.000   115754.000       37.000     2544.000       36.000      165.000       79.000        0.000       66.090        0.000        8.997       23.356        1.557        0.000        3.162        3.169        5.786
   84000.000 -1555567.280   142209.314    86128.864   184722.079     1098.466 -2230140.186   260414.183    42348.848       27.348       55.425     8457.710       23.082      303.000   115946.000       32.000     2547.000       24.000      164.000       83.000        0.000       68.512        0.000        7.612       21.799        2.076        0.000        2.713        2.722        5.845
   84100.000 -1557650.879   144552.458    85638.866   185318.042     1175.303 -2231717.778   257382.231    42679.012       27.504       55.422     8522.269       23.183      287.000   115986.000       34.000     2605.000       39.000      167.000       78.000        0.000       66.955        0.000       10.381       21.107        1.557        0.000        2.798        2.806        5.862
   84200.000 -1556633.756   141882.403    86392.678   184545.449     1127.525 -2230668.887   260087.076    43027.711       27.443       55.397     8483.363       23.068      304.000   116066.000       32.000     2573.000       22.000      150.000       72.000        0.000       67.820        0.000        6.920       23.529        1.730        0.000        2.884        2.894        5.870
   84300.000 -1557299.044   144033.141    86101.722   184337.842     1139.120 -2232593.970   259683.100    42674.279       27.319       55.446     8369.205       23.335      301.000   115912.000       39.000     2626.000       31.000      169.000       78.000        0.000       66.090        0.000        8.997       23.356        1.557        0.000        2.844        2.857        6.049
   84400.000 -1556698.735   141780.728    86555.452   184973.904     1170.624 -2233635.402   262455.959    42180.111       27.363       55.364     8400.990       23.835      303.000   115788.000       36.000     2574.000       24.000      175.000       79.000        0.000       61.765        0.000       13.149       23.356        1.730        0.000        2.575        2.586        6.005
   84500.000 -1557599.751   143389.344    85609.798   184861.062     1123.984 -2234181.220   261597.281    42663.087       27.545       55.394     8298.145       22.780      286.000   116064.000       39.000     2592.000       24.000      170.000       71.000        0.000       66.263        0.000       11.765       20.069        1.903        0.000        3.038        3.045        5.962
   84600.000 -1555164.008   142280.784    86182.049   184251.133     1175.935 -2229823.839   260769.930    42456.192       27.546       55.368     8318.966       22.855      283.000   115544.000       39.000     2599.000       24.000      170.000       78.000        0.000       65.052        0.000       13.149       20.069        1.730        0.000        2.841        2.848        5.866
   84700.000 -1555680.148   139581.295    85240.803   185288.607     1095.938 -2229850.829   262964.038    42553.698       27.564       55.374     8387.617       23.046      291.000   115764.000       36.000     2535.000       27.000      165.000       80.000        0.000       66.782        0.000        8.997       23.010        1.211        0.000        2.892        2.903        5.902
   84800.000 -1555223.533   145491.706    86018.270   185136.414     1129.350 -2227402.474   254403.202    42043.092       27.515       55.430     8325.982       22.970      300.000   115474.000       32.000     2616.000       25.000      167.000       80.000        0.000       66.955        0.000       11.073       20.934        1.038        0.000        2.929        2.937        5.941
   84900.000 -1557430.673   142762.547    86319.787   184855.756     1079.820 -2231482.046   259033.463    41486.713       27.412       55.382     8402.379       23.386      292.000   115850.000       41.000     2586.000       32.000      188.000       79.000        0.000       68.166        0.000        9.689       20.761        1.384        0.000        2.589        2.596        5.913
   85000.000 -1557358.612   141972.842    86585.859   184787.925     1152.360 -2231827.526   259969.927    42440.294       27.465       55.402     8377.935       23.592      307.000   115926.000       41.000     2601.000       36.000      166.000       79.000        0.000       65.744        0.000        9.689       22.664        1.903        0.000        2.865        2.875        6.085
   85100.000 -1558642.830   143249.200    85405.734   184557.703     1210.749 -2232311.637   259245.422    43106.152       27.587       55.433     8316.884       22.540      288.000   115978.000       45.000     2518.000       21.000      171.000       79.000        0.000       69.204        0.000        8.997       21.107        0.692        0.000        3.281        3.292        5.988
   85200.000 -1555973.438   143325.077    85058.794   185198.380     1193.680 -2230653.916   259904.548    42502.758       27.449       55.426     8212.095       22.539      294.000   116016.000       48.000     2521.000       28.000      157.000       83.000        0.000       65.571        0.000       10.381       22.491        1.557        0.000        3.210        3.221        6.079
   85300.000 -1556030.138   143703.437    86875.367   184461.196     1056.496 -2230203.600   258076.966    43453.718       27.309       55.397     8241.089       22.776      297.000   115714.000       43.000     2586.000       29.000      170.000       75.000        0.000       66.263        0.000       11.765       21.280        0.692        0.000        2.893        2.901        5.841
   85400.000 -1556366.050   140933.871    86298.632   185002.216     1168.992 -2233004.575   263234.814    42484.554       27.159       55.342     8209.006       22.371      288.000   115766.000       38.000     2612.000       32.000      176.000       69.000        0.000       69.204        0.000        9.689       21.107        0.000        0.000        2.566        2.576        5.595
