        Time	Energy		x1				x2			x3				x4			x5			x6	
   20100.000    2390.459   10509.006   61576.689    13750.827   11395.019     2650.111   69989.540
   20200.000    2134.819    9745.222   61425.570    13985.686   11406.121     3858.947   70315.355
   20300.000    2382.261    9699.634   61523.272    13763.410   11459.890     3627.609   70164.734
   20400.000    2434.359    9908.495   62427.812    13837.543   11394.546     3361.449   70820.400
   20500.000    2250.190    9766.173   62080.870    13435.748   11220.001     3154.723   70535.828
   20600.000    2480.401    9253.023   63423.784    13412.071   11024.729     3513.085   71322.149
   20700.000    2509.553    8697.116   63637.939    14022.159   11408.294     4465.171   71676.808
   20800.000    2501.514    9169.587   63042.152    13739.639   11216.588     3781.495   70968.669
   20900.000    2494.059    8363.991   64499.000    13850.789   11247.614     4754.418   72520.176
   21000.000    2453.826   10088.825   62966.221    13632.816   11259.100     2785.003   71012.507
   21100.000    2603.458    8791.467   63160.004    13751.938   10909.192     3981.367   70486.634
   21200.000    2607.415    9207.746   63346.339    13868.954   11516.440     3831.785   71425.941
   21300.000    2265.342    9067.172   62745.612    13679.835   11133.200     3866.374   70867.180
   21400.000    2359.277    9564.340   62472.203    13844.372   11418.370     3625.557   70876.822
   21500.000    2082.024   10908.539   60094.515    13628.383   11166.457     2114.422   68573.526
   21600.000    2217.786   10313.658   61733.359    13716.307   11132.122     3048.939   70293.985
   21700.000    2292.476   10900.855   61538.659    13755.824   11230.136     2474.943   70096.295
   21800.000    1973.451   10111.796   62510.767    13899.820   11155.208     3349.285   71253.786
   21900.000    2012.429    9735.246   62064.339    13416.889   11128.691     3219.283   70718.240
   22000.000    1854.020   10368.875   61930.949    13668.524   11058.350     2883.501   70719.132
   22100.000    2200.616    9900.734   62348.099    13578.703   11135.575     3324.342   70929.432
   22200.000    2045.165    9857.832   61510.980    13810.497   11437.250     3467.444   70417.844
   22300.000    1985.222   10005.945   61978.844    13826.296   11546.071     3386.373   71105.714
   22400.000    1910.209    8937.262   62150.507    13840.205   11116.928     4319.740   70774.023
   22500.000    2182.743    9538.004   62349.264    13951.616   11099.144     3791.808   70643.860
   22600.000    2195.061    9568.385   62765.472    13651.369   11254.183     3544.810   71286.420
   22700.000    2162.024    9414.021   62495.279    13456.792   11150.389     3452.819   70893.692
   22800.000    2050.595    9302.044   63392.832    13993.533   11144.706     4412.873   72208.327
   22900.000    2174.798    9874.932   62817.189    13946.761   11411.832     3809.179   71791.573
   23000.000    1991.175    9654.990   62431.001    13578.474   10923.309     3448.226   70887.878
   23100.000    2316.988    9596.139   62510.642    13317.453   10940.818     3397.977   70811.136
   23200.000    2074.411    8457.293   63753.900    13518.833   11242.290     4895.425   72755.665
   23300.000    2224.449    9091.746   63110.987    13694.258   11098.416     4211.226   71593.668
   23400.000    2061.823    8815.372   63634.649    13730.246   11154.305     4671.210   72483.466
   23500.000    2232.108    9705.350   63268.467    13664.275   11354.603     3681.835   72113.872
   23600.000    2237.635    8331.967   64816.319    13561.038   11227.606     4970.177   73547.396
   23700.000    2189.579    8524.632   64489.046    13678.742   11286.594     4674.860   73106.812
   23800.000    2153.891    8815.700   64166.162    13744.927   11096.656     4830.122   73009.822
   23900.000    2313.661    8563.504   64753.414    13959.505   11597.103     5059.063   73699.918
   24000.000    2239.003    8907.081   64628.522    13760.442   11381.615     4477.331   73395.104
   24100.000    2031.750    8444.656   64058.931    13663.856   11104.073     4999.277   72911.331
   24200.000    2055.923    8285.638   64358.963    13871.185   11261.951     5059.600   73039.043
   24300.000    2192.603    9130.420   62566.269    13867.194   11360.034     4297.271   71294.197
   24400.000    2150.124    8762.191   64551.706    13759.127   11184.760     4330.666   72920.071
   24500.000    2110.045    7629.277   64791.783    13853.534   10950.432     5617.910   73025.824
   24600.000    2207.529    7518.542   63768.976    13847.642   10993.391     6167.452   72393.190
   24700.000    2269.377    8130.547   64734.604    14037.787   11365.382     5384.490   73307.860
   24800.000    2055.666    8923.578   63458.675    13997.921   11253.629     4474.439   72056.733
   24900.000    2234.801    9324.368   63687.957    13590.757   11073.899     3780.886   72041.552
   25000.000    2452.795    8405.465   63862.799    14009.398   11335.523     4935.956   72077.551
   25100.000    2079.961    8271.323   66012.647    13704.525   11126.661     4813.880   74440.024
   25200.000    1978.338    7818.471   65668.361    13613.205   10991.008     5308.573   74194.870
   25300.000    1997.865    9195.977   64978.317    13864.829   10929.653     4248.839   73490.092
   25400.000    2187.410    8660.144   65538.007    13578.866   11119.954     4442.215   73994.045
   25500.000    2023.328    8161.263   65395.740    14103.787   11537.882     5421.198   74388.968
   25600.000    1887.109    8669.549   64981.889    13751.583   11067.372     4764.420   73844.539
   25700.000    1737.473    8086.355   65839.221    13762.514   11244.681     5109.388   74779.658
   25800.000    1917.773    8322.486   65531.404    14024.783   11221.470     5408.336   74541.141
   25900.000    1945.718    7896.400   65677.716    13367.856   10987.221     5076.084   74323.846
   26000.000    2316.537    7761.906   65432.982    13732.096   11400.962     5659.484   74206.700
   26100.000    2089.866    7044.818   65914.970    14069.140   11200.260     6639.036   74640.079
